Compound_name,y_pred,y_test
sulfamethizole,8.698323257867646,4.348351648
sulfathiazole,8.698323257867646,2.728571429
sulfamerazine,8.698323257867646,1.446153846
sulfacetamide,8.698323257867646,1.331868132
sulfadiazine,8.698323257867646,1.530769231
sulfaguanidine,8.698323257867646,0.442391304
sulfaquinoxaline,8.698323257867646,19.30326087
sulfamethoxazole,8.698323257867646,6.345652174
testosterone,8.698323257867646,15.95913978
cortisone,8.698323257867646,3.185106383
betamethasone,8.698323257867646,7.075531915
dehydroepiandrosterone,8.698323257867646,19.3
corticosterone,8.698323257867646,4.681914894
norethisterone,8.698323257867646,16.71382979
progesterone,8.698323257867646,29.96382979
pyridine,8.698323257867646,3.085106383
methyl benzoate,8.698323257867646,2.666666667
nitrocyclohexane,8.698323257867646,1.905208333
anisole,8.698323257867646,2.066666667
phenol,8.698323257867646,1.61875
benzamide,8.698323257867646,0.952083333
cumene,8.698323257867646,7.367708333
"2,4-dichlorophenol",8.698323257867646,11.84583333
nandrolone,8.698323257867646,10.375
mesterolone,8.698323257867646,30.30208333
purpurin,8.698323257867646,22.71875
ketoprofen,8.698323257867646,30.03125
naproxen,8.698323257867646,30.40625
ibuprofen,8.698323257867646,31.625
aspirin,8.698323257867646,6.354166667
ethisterone,8.698323257867646,12.35416667
testosterone cypionate,8.698323257867646,30.46875
testosterone isocaproate,8.698323257867646,45.0
testosterone undecanoate,8.698323257867646,36.32291667
propylparaben,8.698323257867646,11.88421053
benzene,8.698323257867646,1.694736842
toluene,8.698323257867646,2.894736842
1-cloro-4-nitrobenzene,8.698323257867646,3.526315789
naphthalene,8.698323257867646,10.81052632
2-ethoxybenzoic acid,8.698323257867646,4.947368421
3-(2-furyl)acrylic acid,8.698323257867646,4.473684211
phthalide,8.698323257867646,1.463157895
diphenylmethanol,8.698323257867646,5.589473684
m-cresol,8.698323257867646,2.652631579
p-benzoquinone,8.698323257867646,1.357894737
catechol,8.698323257867646,1.252631579
"3,4-dihydroxy benzoic acid",8.698323257867646,4.884210526
4-hydroxy benzoic acid,8.698323257867646,4.957894737
benzyl alcohol,8.698323257867646,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,8.698323257867646,2.642105263
syringic acid,8.698323257867646,4.894736842
alpha-resorcylic acid,8.698323257867646,9.126315789
pyrogallol,8.698323257867646,0.968421053
acetophenone,8.698323257867646,1.791666667
propiophenone,8.698323257867646,2.9375
butyrophenone,8.698323257867646,4.635416667
valerophenone,8.698323257867646,7.854166667
hexanophenone,8.698323257867646,14.34375
4-tert-butylphenol,8.698323257867646,9.072916667
"2,7-dihydroxy naphthalene",8.698323257867646,12.88541667
"1,2,4-trimethyl benzene",8.698323257867646,7.614583333
gibberellic acid,8.698323257867646,1.65625
"4-Phenyl-1,3-Dioxane",8.698323257867646,1.40625
vanillic acid,8.698323257867646,4.71875
diphenyl carbonate,8.698323257867646,9.75
trans-2-hexenyl acetate,8.698323257867646,2.25
4-tert-butylbenzoic acid,8.698323257867646,35.4375
bisphenol A,8.698323257867646,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.698323257867646,13.58333333
butyl phenyl ether,8.698323257867646,8.947916667
toluic acid,8.698323257867646,6.729166667
equiline,8.698323257867646,31.66666667
