Compound_name,y_pred,y_test
sulfamethizole,8.186868817948147,4.348351648
sulfathiazole,8.186868817948147,2.728571429
sulfamerazine,8.186868817948147,1.446153846
sulfadiazine,8.186868817948147,1.530769231
sulfaguanidine,8.186868817948147,0.442391304
sulfamethoxazole,8.186868817948147,6.345652174
testosterone,8.186868817948147,15.95913978
prednisone,8.186868817948147,3.193548387
estrone,8.186868817948147,33.35698925
exemestane,8.186868817948147,11.53723404
17-alpha-hydroxyprogesterone acetate,8.186868817948147,19.41595745
cortisone,8.186868817948147,3.185106383
betamethasone,8.186868817948147,7.075531915
corticosterone,8.186868817948147,4.681914894
norethisterone,8.186868817948147,16.71382979
progesterone,8.186868817948147,29.96382979
pyridine,8.186868817948147,3.085106383
methyl benzoate,8.186868817948147,2.666666667
nitrocyclohexane,8.186868817948147,1.905208333
anisole,8.186868817948147,2.066666667
phenol,8.186868817948147,1.61875
benzamide,8.186868817948147,0.952083333
"2,4-dichlorophenol",8.186868817948147,11.84583333
nandrolone,8.186868817948147,10.375
mesterolone,8.186868817948147,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",8.186868817948147,12.55208333
purpurin,8.186868817948147,22.71875
naproxen,8.186868817948147,30.40625
ibuprofen,8.186868817948147,31.625
aspirin,8.186868817948147,6.354166667
ethisterone,8.186868817948147,12.35416667
testosterone cypionate,8.186868817948147,30.46875
testosterone isocaproate,8.186868817948147,45.0
Caffeine,8.186868817948147,0.35106383
benzene,8.186868817948147,1.694736842
toluene,8.186868817948147,2.894736842
1-cloro-4-nitrobenzene,8.186868817948147,3.526315789
naphthalene,8.186868817948147,10.81052632
2-ethoxybenzoic acid,8.186868817948147,4.947368421
3-(2-furyl)acrylic acid,8.186868817948147,4.473684211
diphenylmethanol,8.186868817948147,5.589473684
m-cresol,8.186868817948147,2.652631579
p-benzoquinone,8.186868817948147,1.357894737
catechol,8.186868817948147,1.252631579
"3,4-dihydroxy benzoic acid",8.186868817948147,4.884210526
benzyl alcohol,8.186868817948147,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,8.186868817948147,2.642105263
syringic acid,8.186868817948147,4.894736842
alpha-resorcylic acid,8.186868817948147,9.126315789
pyrogallol,8.186868817948147,0.968421053
acetophenone,8.186868817948147,1.791666667
propiophenone,8.186868817948147,2.9375
butyrophenone,8.186868817948147,4.635416667
valerophenone,8.186868817948147,7.854166667
hexanophenone,8.186868817948147,14.34375
4-tert-butylphenol,8.186868817948147,9.072916667
"1,2,4-trimethyl benzene",8.186868817948147,7.614583333
gibberellic acid,8.186868817948147,1.65625
"4-Phenyl-1,3-Dioxane",8.186868817948147,1.40625
vanillic acid,8.186868817948147,4.71875
benzoin methyl ether,8.186868817948147,5.96875
diphenyl carbonate,8.186868817948147,9.75
trans-2-hexenyl acetate,8.186868817948147,2.25
4-tert-butylbenzoic acid,8.186868817948147,35.4375
bisphenol A,8.186868817948147,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.186868817948147,13.58333333
butyl phenyl ether,8.186868817948147,8.947916667
toluic acid,8.186868817948147,6.729166667
equiline,8.186868817948147,31.66666667
Sebuthylazine,8.186868817948147,6.3125
aldicarb,8.186868817948147,1.010416667
MCPB,8.186868817948147,21.32291667
indole-3-butyric acid,8.186868817948147,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,8.186868817948147,1.520833333
mecoprop-P,8.186868817948147,45.85416667
cyanazin,8.186868817948147,4.9375
ISOPROTURON,8.186868817948147,4.729166667
metamitron,8.186868817948147,0.78125
alachlor,8.186868817948147,5.135416667
"1,3-butanediol diacrylate",8.186868817948147,1.541666667
"3,4-dichloro aniline",8.186868817948147,3.645833333
"5,7-dimethoxycoumarin",8.186868817948147,5.453608247
trans-ferulic acid,8.186868817948147,2.948453608
quercetin,8.186868817948147,8.721649485
formononetin,8.186868817948147,0.886597938
Rutin Hydrate,8.186868817948147,9.773195876
(+)-catechin hydrate,8.186868817948147,5.690721649
pentoxifylline,8.186868817948147,0.927835052
naringin,8.186868817948147,7.81443299
(-)-epicatechin,8.186868817948147,6.288659794
tert-butylhydroquinone,8.186868817948147,10.07216495
propyl gallate,8.186868817948147,10.37113402
folinic acid sodium salt,8.186868817948147,11.04123711
riboflavin,8.186868817948147,0.505154639
L-(+)-ascorbic acid,8.186868817948147,0.381443299
hydrochloridethiazide,8.186868817948147,4.505154639
"5,5-diphenylhydantoin",8.186868817948147,16.92783505
antipyrine,8.186868817948147,1.847826087
acetaminophen,8.186868817948147,0.979381443
isoeugenol,8.186868817948147,6.381443299
eugenol,8.186868817948147,4.010309278
L-(-)-carvone,8.186868817948147,2.804123711
vanillin,8.186868817948147,1.979381443
(+)-carvone,8.186868817948147,2.845360825
camphor,8.186868817948147,2.082474227
o-methylanisole,8.186868817948147,3.371134021
cinnamaldehyde,8.186868817948147,2.845360825
cinnamyl alcohol,8.186868817948147,2.275510204
dimethyl phthalate,8.186868817948147,1.886597938
diethyl phthalate,8.186868817948147,3.918367347
isopropyl isocyanate,8.186868817948147,0.757575758
methylparaben,8.186868817948147,3.363636364
ethylparaben,8.186868817948147,5.693877551
butylparaben,8.186868817948147,19.56565657
cefamandole,8.186868817948147,33.05102041
myclobutanil,8.186868817948147,12.58762887
fmoc chloride,8.186868817948147,0.288659794
(+)-griseofulvin,8.186868817948147,9.37755102
hippuric acid,8.186868817948147,5.581632653
3-nitrophenol,8.186868817948147,3.360824742
thymine,8.186868817948147,0.142857143
carbamazepine,8.186868817948147,5.142857143
dansyl chloride,8.186868817948147,6.826530612
abiraterone,8.186868817948147,2.826530612
estriol,8.186868817948147,12.51020408
2-hydroxypyridine,8.186868817948147,0.336734694
piroxicam,8.186868817948147,4.673469388
methyl-p-toluene sulfonate,8.186868817948147,3.278350515
tropolone,8.186868817948147,2.908163265
tropic acid,8.186868817948147,1.96969697
PyBOP,8.186868817948147,3.252525253
p-toluenesulfonyl isocyanate,8.186868817948147,1.643564356
rifampicin,8.186868817948147,9.0
thiamethoxam,8.186868817948147,0.826530612
4-(dimethylamino)benzoic acid,8.186868817948147,3.469387755
