Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;6.450437751
sulfathiazole;;2.728571429;5.820217521
sulfamerazine;;1.446153846;5.996621014
sulfacetamide;;1.331868132;4.700858157
sulfaguanidine;;0.442391304;4.807063681
sulfaquinoxaline;;19.30326087;11.65843185
sulfamethoxazole;;6.345652174;6.792779123
testosterone;;15.95913978;15.26275161
prednisone;;3.193548387;7.27448773
estrone;;33.35698925;19.04061678
exemestane;;11.53723404;12.75340744
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.65064864
cortisone;;3.185106383;7.513960999
betamethasone;;7.075531915;8.637378449
dehydroepiandrosterone;;19.3;16.28951267
corticosterone;;4.681914894;9.142947208
norethisterone;;16.71382979;14.47549193
progesterone;;29.96382979;18.63350096
methyl benzoate;;2.666666667;4.99268992
nitrocyclohexane;;1.905208333;5.00518011
anisole;;2.066666667;4.803307702
benzamide;;0.952083333;4.393416175
cumene;;7.367708333;7.22051863
4-dichlorophenol;;11.84583333;7.607193174
nandrolone;;10.375;13.74506442
mesterolone;;30.30208333;18.39569869
 17beta-hydroxy-17-methyl-;;12.55208333;13.67330032
purpurin;;22.71875;11.55796713
ketoprofen;;30.03125;17.42627725
naproxen;;30.40625;17.01461806
ibuprofen;;31.625;17.6108283
testosterone cypionate;;30.46875;21.06650573
testosterone isocaproate;;45;21.44221492
testosterone undecanoate;;36.32291667;21.24450363
Caffeine;;0.35106383;4.468382074
propylparaben;;11.88421053;10.27842913
benzene;;1.694736842;5.197885466
toluene;;2.894736842;5.104359526
1-cloro-4-nitrobenzene;;3.526315789;5.776201637
naphthalene;;10.81052632;8.583545507
3-(2-furyl)acrylic acid;;4.473684211;5.847782201
phthalide;;1.463157895;4.625114813
diphenylmethanol;;5.589473684;7.767558128
m-cresol;;2.652631579;4.962377016
catechol;;1.252631579;4.533316739
4-dihydroxy benzoic acid;;4.884210526;6.517697479
4-hydroxy benzoic acid;;4.957894737;6.144030272
benzyl alcohol;;0.821052632;4.252433813
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;5.368315468
syringic acid;;4.894736842;6.48007037
alpha-resorcylic acid;;9.126315789;7.151989785
pyrogallol;;0.968421053;4.962616294
acetophenone;;1.791666667;4.66919419
propiophenone;;2.9375;5.215074153
butyrophenone;;4.635416667;6.355340822
valerophenone;;7.854166667;8.662106788
hexanophenone;;14.34375;11.00962261
4-tert-butylphenol;;9.072916667;8.504407334
7-dihydroxy naphthalene;;12.88541667;9.205411203
4-trimethyl benzene;;7.614583333;7.442633125
gibberellic acid;;1.65625;7.206935541
3-Dioxane;;1.40625;5.230522786
vanillic acid;;4.71875;6.171646002
benzoin methyl ether;;5.96875;8.210194253
