Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;6.175091082
sulfathiazole;;2.728571429;5.597022867
sulfamerazine;;1.446153846;5.499105775
sulfacetamide;;1.331868132;4.763682664
sulfadiazine;;1.530769231;5.196453855
sulfaguanidine;;0.442391304;5.026936645
sulfaquinoxaline;;19.30326087;11.50258349
sulfamethoxazole;;6.345652174;6.620657765
testosterone;;15.95913978;13.7233109
prednisone;;3.193548387;7.040734437
estrone;;33.35698925;17.8468311
exemestane;;11.53723404;11.9234657
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.32033998
cortisone;;3.185106383;7.34208884
betamethasone;;7.075531915;8.458369481
dehydroepiandrosterone;;19.3;14.43610512
corticosterone;;4.681914894;8.891683514
norethisterone;;16.71382979;13.45875747
pyridine;;3.085106383;4.726460372
nitrocyclohexane;;1.905208333;5.021250735
anisole;;2.066666667;4.761532862
phenol;;1.61875;4.580543652
benzamide;;0.952083333;4.420864103
cumene;;7.367708333;7.352492943
4-dichlorophenol;;11.84583333;7.857458483
nandrolone;;10.375;12.65223417
 17beta-hydroxy-17-methyl-;;12.55208333;12.54882358
purpurin;;22.71875;11.59278383
ketoprofen;;30.03125;17.94022843
naproxen;;30.40625;18.33960622
ibuprofen;;31.625;18.82437579
aspirin;;6.354166667;6.812716594
ethisterone;;12.35416667;12.56649034
testosterone cypionate;;30.46875;20.11226112
testosterone isocaproate;;45;20.63790093
testosterone undecanoate;;36.32291667;20.42392697
Caffeine;;0.35106383;4.52197469
propylparaben;;11.88421053;9.95421673
benzene;;1.694736842;5.11193114
toluene;;2.894736842;5.223860952
1-cloro-4-nitrobenzene;;3.526315789;5.882299659
naphthalene;;10.81052632;8.281116479
2-ethoxybenzoic acid;;4.947368421;6.509213977
3-(2-furyl)acrylic acid;;4.473684211;5.989542166
phthalide;;1.463157895;4.639042056
diphenylmethanol;;5.589473684;7.751994079
p-benzoquinone;;1.357894737;4.521410458
catechol;;1.252631579;4.472520729
4-dihydroxy benzoic acid;;4.884210526;6.411159342
4-hydroxy benzoic acid;;4.957894737;6.215208256
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;5.642141351
alpha-resorcylic acid;;9.126315789;7.113374305
pyrogallol;;0.968421053;4.749393892
acetophenone;;1.791666667;4.672399165
propiophenone;;2.9375;5.262950992
butyrophenone;;4.635416667;6.295990473
valerophenone;;7.854166667;8.074879324
7-dihydroxy naphthalene;;12.88541667;9.083053186
4-trimethyl benzene;;7.614583333;7.483362214
gibberellic acid;;1.65625;7.420311452
3-Dioxane;;1.40625;5.313817072
vanillic acid;;4.71875;6.166160979
benzoin methyl ether;;5.96875;8.361738449
diphenyl carbonate;;9.75;9.86658154
trans-2-hexenyl acetate;;2.25;5.752321176
4-tert-butylbenzoic acid;;35.4375;17.48301634
bisphenol A;;53.55208333;20.41606287
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;11.00613724
butyl phenyl ether;;8.947916667;8.226917867
toluic acid;;6.729166667;6.359214313
Sebuthylazine;;6.3125;8.030410746
aldicarb;;1.010416667;5.480256037
MCPB;;21.32291667;15.22223713
indole-3-butyric acid;;11.4375;10.95955709
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.296025972
mecoprop-P;;45.85416667;17.54062219
cyanazin;;4.9375;7.243221189
ISOPROTURON;;4.729166667;8.841477371
metamitron;;0.78125;5.112620163
terbutylazine;;9.5625;8.772656323
linuron;;10.71875;9.663374096
alachlor;;5.135416667;8.46376115
3-butanediol diacrylate;;1.541666667;6.362562947
nortriptyline;;2.458333333;8.42729378
4-dichloro aniline;;3.645833333;6.480256312
trans-ferulic acid;;2.948453608;6.998934561
quercetin;;8.721649485;9.082383618
formononetin;;0.886597938;7.731720186
Rutin Hydrate;;9.773195876;11.00543486
(+)-catechin hydrate;;5.690721649;8.356658857
pentoxifylline;;0.927835052;6.07997197
naringin;;7.81443299;10.70879736
(-)-epicatechin;;6.288659794;8.262240643
(+)-catechin;;9.680412371;8.356658857
tert-butylhydroquinone;;10.07216495;9.660165794
folinic acid sodium salt;;11.04123711;12.04157689
riboflavin;;0.505154639;7.127884379
L-(+)-ascorbic acid;;0.381443299;4.546015696
hydrochloridethiazide;;4.505154639;6.78169781
5-diphenylhydantoin;;16.92783505;11.65595735
