Compound_name;;y_test;y_pred
sulfathiazole;;2.728571429;5.953574253
sulfacetamide;;1.331868132;4.910637079
sulfadiazine;;1.530769231;5.929043855
sulfaguanidine;;0.442391304;4.952631005
sulfaquinoxaline;;19.30326087;11.80468037
sulfamethoxazole;;6.345652174;7.266432265
testosterone;;15.95913978;15.61180963
prednisone;;3.193548387;7.457194447
estrone;;33.35698925;19.86055075
exemestane;;11.53723404;13.2874197
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.61164287
cortisone;;3.185106383;7.697919124
betamethasone;;7.075531915;8.345446376
dehydroepiandrosterone;;19.3;16.96235812
corticosterone;;4.681914894;9.17569238
norethisterone;;16.71382979;14.53645027
progesterone;;29.96382979;19.27475652
pyridine;;3.085106383;4.737415688
methyl benzoate;;2.666666667;5.119888775
anisole;;2.066666667;4.775691679
phenol;;1.61875;4.404767853
benzamide;;0.952083333;4.406022865
cumene;;7.367708333;7.584374529
nandrolone;;10.375;14.36083518
mesterolone;;30.30208333;18.65432001
 17beta-hydroxy-17-methyl-;;12.55208333;13.6390299
purpurin;;22.71875;12.15567019
ketoprofen;;30.03125;17.88177431
naproxen;;30.40625;18.69198843
ibuprofen;;31.625;19.1222919
aspirin;;6.354166667;6.775001566
ethisterone;;12.35416667;14.10687595
testosterone cypionate;;30.46875;21.6145526
testosterone isocaproate;;45;21.97302733
testosterone undecanoate;;36.32291667;21.48840994
Caffeine;;0.35106383;4.736478511
propylparaben;;11.88421053;10.03300659
benzene;;1.694736842;5.100202507
toluene;;2.894736842;5.126153043
1-cloro-4-nitrobenzene;;3.526315789;5.681929242
naphthalene;;10.81052632;8.629774978
2-ethoxybenzoic acid;;4.947368421;6.47500783
3-(2-furyl)acrylic acid;;4.473684211;6.065374126
phthalide;;1.463157895;4.711988842
diphenylmethanol;;5.589473684;8.204309918
m-cresol;;2.652631579;4.933512611
p-benzoquinone;;1.357894737;4.46936453
catechol;;1.252631579;4.398365939
4-dihydroxy benzoic acid;;4.884210526;6.477632037
4-hydroxy benzoic acid;;4.957894737;6.13941904
benzyl alcohol;;0.821052632;4.31080885
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;5.671585509
syringic acid;;4.894736842;6.894460469
alpha-resorcylic acid;;9.126315789;7.142072046
pyrogallol;;0.968421053;4.742678371
acetophenone;;1.791666667;4.712081259
butyrophenone;;4.635416667;6.45335731
valerophenone;;7.854166667;8.819532963
hexanophenone;;14.34375;10.99458293
4-tert-butylphenol;;9.072916667;10.06395808
7-dihydroxy naphthalene;;12.88541667;9.171498007
gibberellic acid;;1.65625;7.527185271
3-Dioxane;;1.40625;5.385961775
vanillic acid;;4.71875;6.271791351
benzoin methyl ether;;5.96875;8.663846155
diphenyl carbonate;;9.75;10.33988853
trans-2-hexenyl acetate;;2.25;5.966113595
4-tert-butylbenzoic acid;;35.4375;17.01911176
bisphenol A;;53.55208333;21.01075753
