Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;6.460297715
sulfamerazine;;1.446153846;5.559395005
sulfacetamide;;1.331868132;4.883098827
sulfadiazine;;1.530769231;5.466391623
sulfaguanidine;;0.442391304;4.844963841
sulfaquinoxaline;;19.30326087;11.31914263
sulfamethoxazole;;6.345652174;6.639684875
testosterone;;15.95913978;15.04973178
prednisone;;3.193548387;7.407853461
estrone;;33.35698925;18.39083908
exemestane;;11.53723404;12.11824371
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.93651892
cortisone;;3.185106383;8.073931899
betamethasone;;7.075531915;8.706754758
dehydroepiandrosterone;;19.3;16.66496229
norethisterone;;16.71382979;14.04941503
progesterone;;29.96382979;18.80009431
pyridine;;3.085106383;4.728256698
methyl benzoate;;2.666666667;4.937779119
nitrocyclohexane;;1.905208333;5.481922008
anisole;;2.066666667;4.676714612
phenol;;1.61875;4.400455649
benzamide;;0.952083333;4.427290938
cumene;;7.367708333;7.475274147
4-dichlorophenol;;11.84583333;7.797101248
nandrolone;;10.375;14.03713222
mesterolone;;30.30208333;18.34990197
 17beta-hydroxy-17-methyl-;;12.55208333;12.78157012
purpurin;;22.71875;11.7987847
ketoprofen;;30.03125;16.60479109
ibuprofen;;31.625;18.13306584
aspirin;;6.354166667;6.958149367
ethisterone;;12.35416667;13.22947232
testosterone cypionate;;30.46875;21.00403209
testosterone isocaproate;;45;21.3430565
testosterone undecanoate;;36.32291667;21.06878205
Caffeine;;0.35106383;4.611732267
propylparaben;;11.88421053;10.57867581
benzene;;1.694736842;5.007125626
toluene;;2.894736842;5.109584287
1-cloro-4-nitrobenzene;;3.526315789;5.887035561
naphthalene;;10.81052632;8.107162911
2-ethoxybenzoic acid;;4.947368421;6.539310583
phthalide;;1.463157895;4.598035266
diphenylmethanol;;5.589473684;7.400125983
m-cresol;;2.652631579;4.894092082
p-benzoquinone;;1.357894737;4.511293146
catechol;;1.252631579;4.519167761
4-dihydroxy benzoic acid;;4.884210526;6.65453855
4-hydroxy benzoic acid;;4.957894737;6.230365264
benzyl alcohol;;0.821052632;4.340141549
syringic acid;;4.894736842;6.621159442
alpha-resorcylic acid;;9.126315789;7.263388481
pyrogallol;;0.968421053;4.939436032
acetophenone;;1.791666667;4.724303484
propiophenone;;2.9375;5.301774184
butyrophenone;;4.635416667;6.369941983
valerophenone;;7.854166667;8.592309797
hexanophenone;;14.34375;10.8237857
4-tert-butylphenol;;9.072916667;9.06859812
7-dihydroxy naphthalene;;12.88541667;8.80938266
4-trimethyl benzene;;7.614583333;7.465005359
gibberellic acid;;1.65625;8.027017951
3-Dioxane;;1.40625;5.439515819
vanillic acid;;4.71875;6.163974404
benzoin methyl ether;;5.96875;8.040804127
trans-2-hexenyl acetate;;2.25;6.294192705
4-tert-butylbenzoic acid;;35.4375;16.09480879
butyl phenyl ether;;8.947916667;8.399480532
toluic acid;;6.729166667;6.42646823
equiline;;31.66666667;18.04521883
Sebuthylazine;;6.3125;8.668717965
MCPB;;21.32291667;15.12505526
indole-3-butyric acid;;11.4375;10.71252428
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.553857475
mecoprop-P;;45.85416667;17.50885386
ISOPROTURON;;4.729166667;8.531622471
metamitron;;0.78125;5.181239566
terbutylazine;;9.5625;9.397217868
linuron;;10.71875;9.91913321
alachlor;;5.135416667;8.164579627
nortriptyline;;2.458333333;7.589856728
4-dichloro aniline;;3.645833333;6.477556095
7-dimethoxycoumarin;;5.453608247;6.66714675
trans-ferulic acid;;2.948453608;6.754944137
quercetin;;8.721649485;8.913142839
formononetin;;0.886597938;7.474445719
Rutin Hydrate;;9.773195876;10.10963364
(+)-catechin hydrate;;5.690721649;8.403957061
pentoxifylline;;0.927835052;6.376404302
naringin;;7.81443299;9.895586883
(-)-epicatechin;;6.288659794;8.324500846
(+)-catechin;;9.680412371;8.403957061
tert-butylhydroquinone;;10.07216495;8.881553437
propyl gallate;;10.37113402;9.780001193
folinic acid sodium salt;;11.04123711;11.00794742
riboflavin;;0.505154639;7.257717074
hydrochloridethiazide;;4.505154639;6.68695238
5-diphenylhydantoin;;16.92783505;11.05002759
antipyrine;;1.847826087;5.271147907
acetaminophen;;0.979381443;4.739419302
isoeugenol;;6.381443299;6.801095256
eugenol;;4.010309278;6.2513503
L-(-)-carvone;;2.804123711;5.4869688
vanillin;;1.979381443;5.156001537
(+)-carvone;;2.845360825;5.523673609
geraniol;;4.639175258;7.550631072
camphor;;2.082474227;6.160369445
o-methylanisole;;3.371134021;5.471928274
cinnamaldehyde;;2.845360825;5.177615968
cinnamyl alcohol;;2.275510204;5.117555258
dimethyl phthalate;;1.886597938;5.080054537
diethyl phthalate;;3.918367347;6.975731734
methylparaben;;3.363636364;5.488104473
ethylparaben;;5.693877551;6.801576578
butylparaben;;19.56565657;12.51619049
cefamandole;;33.05102041;15.84569733
myclobutanil;;12.58762887;11.6014675
fmoc chloride;;0.288659794;7.381895615
hippuric acid;;5.581632653;7.548864557
3-nitrophenol;;3.360824742;5.459013296
thymine;;0.142857143;4.282962426
carbamazepine;;5.142857143;7.330273364
dansyl chloride;;6.826530612;8.334828114
abiraterone;;2.826530612;11.14759491
estriol;;12.51020408;12.79530629
