Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;6.276787091
sulfathiazole;;2.728571429;5.631440833
sulfamerazine;;1.446153846;5.6773213
sulfacetamide;;1.331868132;4.817145524
sulfadiazine;;1.530769231;5.281556547
sulfaguanidine;;0.442391304;4.909684459
sulfaquinoxaline;;19.30326087;11.40315623
sulfamethoxazole;;6.345652174;6.71001684
testosterone;;15.95913978;15.28264446
cortisone;;3.185106383;8.544063154
betamethasone;;7.075531915;9.024923946
dehydroepiandrosterone;;19.3;16.4516501
corticosterone;;4.681914894;9.45672635
norethisterone;;16.71382979;14.35724979
progesterone;;29.96382979;18.3684387
pyridine;;3.085106383;4.757488145
methyl benzoate;;2.666666667;5.031554838
nitrocyclohexane;;1.905208333;5.113519864
anisole;;2.066666667;4.768747305
phenol;;1.61875;4.382768525
benzamide;;0.952083333;4.370537253
cumene;;7.367708333;7.295945103
4-dichlorophenol;;11.84583333;7.730358509
nandrolone;;10.375;13.87732289
mesterolone;;30.30208333;18.02918175
purpurin;;22.71875;11.91486564
ketoprofen;;30.03125;18.83036268
naproxen;;30.40625;19.13215291
ibuprofen;;31.625;19.25464387
aspirin;;6.354166667;6.818919187
ethisterone;;12.35416667;14.32294013
testosterone cypionate;;30.46875;21.01356021
testosterone isocaproate;;45;21.73159743
testosterone undecanoate;;36.32291667;21.2061171
propylparaben;;11.88421053;10.41103915
benzene;;1.694736842;5.052294079
toluene;;2.894736842;5.290659845
1-cloro-4-nitrobenzene;;3.526315789;5.82955884
naphthalene;;10.81052632;8.381850658
2-ethoxybenzoic acid;;4.947368421;6.566000244
3-(2-furyl)acrylic acid;;4.473684211;6.256688128
phthalide;;1.463157895;4.744328504
diphenylmethanol;;5.589473684;8.028792103
m-cresol;;2.652631579;4.900874401
p-benzoquinone;;1.357894737;4.512455486
catechol;;1.252631579;4.380775866
4-dihydroxy benzoic acid;;4.884210526;6.582205402
4-hydroxy benzoic acid;;4.957894737;6.10744449
benzyl alcohol;;0.821052632;4.331507076
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;5.727591861
syringic acid;;4.894736842;7.14958043
alpha-resorcylic acid;;9.126315789;7.291403187
pyrogallol;;0.968421053;4.851747307
acetophenone;;1.791666667;4.707895455
propiophenone;;2.9375;5.42661281
butyrophenone;;4.635416667;6.4331836
valerophenone;;7.854166667;8.693217865
hexanophenone;;14.34375;10.93723631
4-tert-butylphenol;;9.072916667;9.501857211
7-dihydroxy naphthalene;;12.88541667;9.146067806
4-trimethyl benzene;;7.614583333;7.487531035
gibberellic acid;;1.65625;8.334782378
3-Dioxane;;1.40625;5.512749829
vanillic acid;;4.71875;6.325061679
diphenyl carbonate;;9.75;10.0895088
trans-2-hexenyl acetate;;2.25;5.903117778
4-tert-butylbenzoic acid;;35.4375;17.41228549
bisphenol A;;53.55208333;20.77058867
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;11.02124973
butyl phenyl ether;;8.947916667;8.513474612
toluic acid;;6.729166667;6.40986332
equiline;;31.66666667;17.93936741
Sebuthylazine;;6.3125;8.38094334
aldicarb;;1.010416667;5.358499451
MCPB;;21.32291667;15.52516989
indole-3-butyric acid;;11.4375;11.10298344
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.168383855
mecoprop-P;;45.85416667;17.98551509
cyanazin;;4.9375;7.271803093
ISOPROTURON;;4.729166667;9.44600641
metamitron;;0.78125;5.294702348
terbutylazine;;9.5625;8.796862464
linuron;;10.71875;9.619922635
alachlor;;5.135416667;8.830858258
3-butanediol diacrylate;;1.541666667;6.727429548
nortriptyline;;2.458333333;8.668657032
4-dichloro aniline;;3.645833333;6.432496507
7-dimethoxycoumarin;;5.453608247;7.020461082
quercetin;;8.721649485;9.323854412
formononetin;;0.886597938;7.86907083
(+)-catechin hydrate;;5.690721649;8.65039285
naringin;;7.81443299;9.733801449
(-)-epicatechin;;6.288659794;8.638482173
(+)-catechin;;9.680412371;8.65039285
tert-butylhydroquinone;;10.07216495;9.552298004
propyl gallate;;10.37113402;9.81806532
folinic acid sodium salt;;11.04123711;11.24306192
riboflavin;;0.505154639;7.607899512
L-(+)-ascorbic acid;;0.381443299;4.768518479
hydrochloridethiazide;;4.505154639;6.750711137
5-diphenylhydantoin;;16.92783505;11.91600584
antipyrine;;1.847826087;5.445382232
acetaminophen;;0.979381443;4.799361808
isoeugenol;;6.381443299;6.925056866
eugenol;;4.010309278;6.276709253
L-(-)-carvone;;2.804123711;5.707293195
vanillin;;1.979381443;5.258985622
geraniol;;4.639175258;7.590360502
camphor;;2.082474227;6.32244881
o-methylanisole;;3.371134021;5.530939101
cinnamaldehyde;;2.845360825;5.197571043
cinnamyl alcohol;;2.275510204;5.146974676
dimethyl phthalate;;1.886597938;5.383393012
isopropyl isocyanate;;0.757575758;4.210092951
methylparaben;;3.363636364;5.516598747
ethylparaben;;5.693877551;6.815317466
butylparaben;;19.56565657;13.15627916
cefamandole;;33.05102041;15.66420477
fmoc chloride;;0.288659794;7.864900978
(+)-griseofulvin;;9.37755102;9.520379534
hippuric acid;;5.581632653;7.40137377
3-nitrophenol;;3.360824742;5.419865038
thymine;;0.142857143;4.096902616
carbamazepine;;5.142857143;7.776423361
abiraterone;;2.826530612;11.44810431
estriol;;12.51020408;12.587445
chlorambucil;;24.94897959;16.9756984
2-hydroxypyridine;;0.336734694;4.013837866
piroxicam;;4.673469388;8.459200807
methyl-p-toluene sulfonate;;3.278350515;5.621110484
tropic acid;;1.96969697;5.482870394
PyBOP;;3.252525253;8.192760184
p-toluenesulfonyl isocyanate;;1.643564356;5.135635777
rifampicin;;9;10.47238322
thiamethoxam;;0.826530612;6.197953761
4-(dimethylamino)benzoic acid;;3.469387755;6.46706161
