Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;5.936727733
sulfathiazole;;2.728571429;5.373124326
sulfamerazine;;1.446153846;5.144359282
sulfadiazine;;1.530769231;4.835676822
sulfaguanidine;;0.442391304;4.819800061
sulfamethoxazole;;6.345652174;6.224005232
testosterone;;15.95913978;15.14001471
prednisone;;3.193548387;7.007353284
estrone;;33.35698925;19.35117679
exemestane;;11.53723404;12.9080911
17-alpha-hydroxyprogesterone acetate;;19.41595745;13.46351851
cortisone;;3.185106383;7.498371178
betamethasone;;7.075531915;8.306674025
corticosterone;;4.681914894;9.115104978
norethisterone;;16.71382979;14.35565552
progesterone;;29.96382979;17.54649368
pyridine;;3.085106383;4.537433521
methyl benzoate;;2.666666667;4.819634908
nitrocyclohexane;;1.905208333;4.880984265
anisole;;2.066666667;4.571875677
phenol;;1.61875;4.22377938
benzamide;;0.952083333;4.15003444
4-dichlorophenol;;11.84583333;7.529952613
nandrolone;;10.375;14.3726096
mesterolone;;30.30208333;17.34903943
 17beta-hydroxy-17-methyl-;;12.55208333;13.50809802
purpurin;;22.71875;11.28878338
naproxen;;30.40625;17.54891602
ibuprofen;;31.625;18.54653906
aspirin;;6.354166667;6.674281336
ethisterone;;12.35416667;13.54100364
testosterone cypionate;;30.46875;19.19969029
testosterone isocaproate;;45;19.83764054
Caffeine;;0.35106383;4.428826084
benzene;;1.694736842;4.934991439
toluene;;2.894736842;5.029879371
1-cloro-4-nitrobenzene;;3.526315789;5.591652712
naphthalene;;10.81052632;8.244668239
2-ethoxybenzoic acid;;4.947368421;6.332664386
3-(2-furyl)acrylic acid;;4.473684211;5.832148491
diphenylmethanol;;5.589473684;7.709658979
m-cresol;;2.652631579;4.722495322
p-benzoquinone;;1.357894737;4.366949078
catechol;;1.252631579;4.230107495
4-dihydroxy benzoic acid;;4.884210526;6.202256967
benzyl alcohol;;0.821052632;4.157232535
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;5.585404329
syringic acid;;4.894736842;6.496544887
alpha-resorcylic acid;;9.126315789;7.034289514
pyrogallol;;0.968421053;4.649975984
acetophenone;;1.791666667;4.435622878
propiophenone;;2.9375;5.145824849
butyrophenone;;4.635416667;6.299808201
valerophenone;;7.854166667;8.528691914
hexanophenone;;14.34375;10.99839211
4-tert-butylphenol;;9.072916667;9.643725092
4-trimethyl benzene;;7.614583333;7.400873645
gibberellic acid;;1.65625;7.549580012
3-Dioxane;;1.40625;5.286943088
vanillic acid;;4.71875;5.982988272
benzoin methyl ether;;5.96875;8.32309331
diphenyl carbonate;;9.75;9.322708192
trans-2-hexenyl acetate;;2.25;5.690988322
4-tert-butylbenzoic acid;;35.4375;16.89106726
bisphenol A;;53.55208333;20.62515943
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;10.98313832
butyl phenyl ether;;8.947916667;8.404047432
toluic acid;;6.729166667;6.325886047
equiline;;31.66666667;18.9868678
Sebuthylazine;;6.3125;7.697649986
aldicarb;;1.010416667;5.295919375
MCPB;;21.32291667;14.25255536
indole-3-butyric acid;;11.4375;10.38283324
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;4.969976488
mecoprop-P;;45.85416667;16.90251707
cyanazin;;4.9375;6.680565546
ISOPROTURON;;4.729166667;9.012999168
metamitron;;0.78125;4.816116991
alachlor;;5.135416667;8.266147774
3-butanediol diacrylate;;1.541666667;6.128469676
4-dichloro aniline;;3.645833333;6.226778692
7-dimethoxycoumarin;;5.453608247;6.795586155
trans-ferulic acid;;2.948453608;6.521366806
quercetin;;8.721649485;8.901020697
