Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;3.485803893
sulfathiazole;;2.728571429;2.337492443
sulfamerazine;;1.446153846;2.337492443
sulfacetamide;;1.331868132;0.744757868
sulfadiazine;;1.530769231;0.744757868
sulfaguanidine;;0.442391304;0.744757868
sulfaquinoxaline;;19.30326087;13.15342688
sulfamethoxazole;;6.345652174;3.622973344
prednisone;;3.193548387;3.622973344
estrone;;33.35698925;36.82840726
exemestane;;11.53723404;20.55770462
17-alpha-hydroxyprogesterone acetate;;19.41595745;20.55770462
cortisone;;3.185106383;3.622973344
betamethasone;;7.075531915;3.622973344
dehydroepiandrosterone;;19.3;20.55770462
corticosterone;;4.681914894;3.485803893
progesterone;;29.96382979;20.55770462
pyridine;;3.085106383;2.120221838
methyl benzoate;;2.666666667;2.337492443
nitrocyclohexane;;1.905208333;2.120221838
phenol;;1.61875;2.120221838
cumene;;7.367708333;10.04224537
4-dichlorophenol;;11.84583333;10.04224537
mesterolone;;30.30208333;20.55770462
 17beta-hydroxy-17-methyl-;;12.55208333;20.55770462
purpurin;;22.71875;13.15342688
ketoprofen;;30.03125;36.82840726
naproxen;;30.40625;36.82840726
ibuprofen;;31.625;36.82840726
aspirin;;6.354166667;5.106326642
ethisterone;;12.35416667;20.55770462
testosterone cypionate;;30.46875;36.82840726
testosterone isocaproate;;45;36.82840726
testosterone undecanoate;;36.32291667;36.82840726
Caffeine;;0.35106383;0.744757868
propylparaben;;11.88421053;8.042417703
toluene;;2.894736842;2.337492443
1-cloro-4-nitrobenzene;;3.526315789;3.485803893
naphthalene;;10.81052632;8.042417703
2-ethoxybenzoic acid;;4.947368421;5.106326642
3-(2-furyl)acrylic acid;;4.473684211;5.106326642
phthalide;;1.463157895;2.337492443
diphenylmethanol;;5.589473684;5.08960758
m-cresol;;2.652631579;2.337492443
p-benzoquinone;;1.357894737;2.120221838
4-dihydroxy benzoic acid;;4.884210526;5.106326642
4-hydroxy benzoic acid;;4.957894737;5.106326642
benzyl alcohol;;0.821052632;2.120221838
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.120221838
syringic acid;;4.894736842;5.106326642
alpha-resorcylic acid;;9.126315789;5.106326642
acetophenone;;1.791666667;2.337492443
propiophenone;;2.9375;3.485803893
butyrophenone;;4.635416667;3.485803893
valerophenone;;7.854166667;10.04224537
hexanophenone;;14.34375;10.04224537
4-tert-butylphenol;;9.072916667;10.04224537
7-dihydroxy naphthalene;;12.88541667;8.042417703
4-trimethyl benzene;;7.614583333;10.04224537
gibberellic acid;;1.65625;3.485803893
vanillic acid;;4.71875;5.106326642
benzoin methyl ether;;5.96875;5.08960758
diphenyl carbonate;;9.75;10.04224537
trans-2-hexenyl acetate;;2.25;2.120221838
4-tert-butylbenzoic acid;;35.4375;20.55770462
bisphenol A;;53.55208333;36.82840726
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;10.04224537
butyl phenyl ether;;8.947916667;10.04224537
equiline;;31.66666667;36.82840726
Sebuthylazine;;6.3125;5.08960758
aldicarb;;1.010416667;0.744757868
MCPB;;21.32291667;20.55770462
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.106326642
mecoprop-P;;45.85416667;36.82840726
cyanazin;;4.9375;8.042417703
ISOPROTURON;;4.729166667;8.042417703
metamitron;;0.78125;3.622973344
terbutylazine;;9.5625;8.042417703
linuron;;10.71875;8.042417703
alachlor;;5.135416667;5.08960758
3-butanediol diacrylate;;1.541666667;2.120221838
nortriptyline;;2.458333333;5.08960758
4-dichloro aniline;;3.645833333;3.485803893
7-dimethoxycoumarin;;5.453608247;13.15342688
trans-ferulic acid;;2.948453608;3.622973344
quercetin;;8.721649485;13.15342688
formononetin;;0.886597938;3.622973344
Rutin Hydrate;;9.773195876;13.15342688
(+)-catechin hydrate;;5.690721649;8.042417703
pentoxifylline;;0.927835052;0.744757868
naringin;;7.81443299;13.15342688
(-)-epicatechin;;6.288659794;8.042417703
(+)-catechin;;9.680412371;8.042417703
tert-butylhydroquinone;;10.07216495;8.042417703
propyl gallate;;10.37113402;8.042417703
folinic acid sodium salt;;11.04123711;13.15342688
riboflavin;;0.505154639;13.15342688
L-(+)-ascorbic acid;;0.381443299;0.744757868
hydrochloridethiazide;;4.505154639;3.622973344
5-diphenylhydantoin;;16.92783505;13.15342688
acetaminophen;;0.979381443;0.744757868
isoeugenol;;6.381443299;8.042417703
eugenol;;4.010309278;2.337492443
L-(-)-carvone;;2.804123711;3.485803893
vanillin;;1.979381443;2.120221838
(+)-carvone;;2.845360825;3.485803893
geraniol;;4.639175258;5.08960758
camphor;;2.082474227;2.337492443
o-methylanisole;;3.371134021;8.042417703
cinnamaldehyde;;2.845360825;2.337492443
cinnamyl alcohol;;2.275510204;2.337492443
dimethyl phthalate;;1.886597938;2.337492443
diethyl phthalate;;3.918367347;3.485803893
isopropyl isocyanate;;0.757575758;0.744757868
methylparaben;;3.363636364;2.120221838
cefamandole;;33.05102041;13.15342688
myclobutanil;;12.58762887;5.08960758
fmoc chloride;;0.288659794;5.08960758
(+)-griseofulvin;;9.37755102;13.15342688
hippuric acid;;5.581632653;5.106326642
3-nitrophenol;;3.360824742;3.485803893
thymine;;0.142857143;0.744757868
carbamazepine;;5.142857143;5.106326642
dansyl chloride;;6.826530612;3.622973344
abiraterone;;2.826530612;5.08960758
chlorambucil;;24.94897959;20.55770462
2-hydroxypyridine;;0.336734694;0.744757868
piroxicam;;4.673469388;5.106326642
methyl-p-toluene sulfonate;;3.278350515;3.622973344
tropolone;;2.908163265;2.120221838
tropic acid;;1.96969697;2.120221838
PyBOP;;3.252525253;8.042417703
p-toluenesulfonyl isocyanate;;1.643564356;2.337492443
rifampicin;;9;20.55770462
thiamethoxam;;0.826530612;3.622973344
4-(dimethylamino)benzoic acid;;3.469387755;3.485803893
