Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;2.306794434
sulfamerazine;;1.446153846;2.306794434
sulfacetamide;;1.331868132;2.306794434
sulfadiazine;;1.530769231;2.306794434
sulfaguanidine;;0.442391304;2.306794434
sulfaquinoxaline;;19.30326087;13.53101447
sulfamethoxazole;;6.345652174;4.513968518
testosterone;;15.95913978;17.06177259
prednisone;;3.193548387;3.556299191
estrone;;33.35698925;17.06177259
exemestane;;11.53723404;17.06177259
17-alpha-hydroxyprogesterone acetate;;19.41595745;17.06177259
cortisone;;3.185106383;4.513968518
betamethasone;;7.075531915;8.942746645
dehydroepiandrosterone;;19.3;17.06177259
norethisterone;;16.71382979;17.06177259
progesterone;;29.96382979;31.73692077
pyridine;;3.085106383;2.22109038
methyl benzoate;;2.666666667;2.306794434
nitrocyclohexane;;1.905208333;2.22109038
anisole;;2.066666667;2.22109038
phenol;;1.61875;2.22109038
benzamide;;0.952083333;0.945392035
cumene;;7.367708333;7.039992578
4-dichlorophenol;;11.84583333;7.039992578
nandrolone;;10.375;17.06177259
mesterolone;;30.30208333;31.73692077
 17beta-hydroxy-17-methyl-;;12.55208333;17.06177259
purpurin;;22.71875;13.53101447
ketoprofen;;30.03125;31.73692077
ibuprofen;;31.625;31.73692077
aspirin;;6.354166667;4.513968518
ethisterone;;12.35416667;17.06177259
testosterone cypionate;;30.46875;31.73692077
testosterone isocaproate;;45;31.73692077
testosterone undecanoate;;36.32291667;31.73692077
Caffeine;;0.35106383;0.945392035
propylparaben;;11.88421053;8.942746645
benzene;;1.694736842;2.22109038
toluene;;2.894736842;2.22109038
1-cloro-4-nitrobenzene;;3.526315789;2.306794434
naphthalene;;10.81052632;8.942746645
2-ethoxybenzoic acid;;4.947368421;5.30207761
phthalide;;1.463157895;0.945392035
diphenylmethanol;;5.589473684;7.039992578
m-cresol;;2.652631579;2.22109038
p-benzoquinone;;1.357894737;0.945392035
catechol;;1.252631579;0.945392035
4-dihydroxy benzoic acid;;4.884210526;5.30207761
4-hydroxy benzoic acid;;4.957894737;5.30207761
benzyl alcohol;;0.821052632;2.22109038
syringic acid;;4.894736842;5.30207761
alpha-resorcylic acid;;9.126315789;8.942746645
pyrogallol;;0.968421053;0.945392035
acetophenone;;1.791666667;2.22109038
propiophenone;;2.9375;5.30207761
butyrophenone;;4.635416667;5.30207761
valerophenone;;7.854166667;7.039992578
hexanophenone;;14.34375;7.039992578
4-tert-butylphenol;;9.072916667;7.039992578
7-dihydroxy naphthalene;;12.88541667;8.942746645
4-trimethyl benzene;;7.614583333;7.039992578
gibberellic acid;;1.65625;3.556299191
3-Dioxane;;1.40625;2.22109038
vanillic acid;;4.71875;5.30207761
benzoin methyl ether;;5.96875;7.039992578
trans-2-hexenyl acetate;;2.25;2.306794434
4-tert-butylbenzoic acid;;35.4375;31.73692077
butyl phenyl ether;;8.947916667;7.039992578
toluic acid;;6.729166667;5.30207761
equiline;;31.66666667;17.06177259
Sebuthylazine;;6.3125;7.039992578
MCPB;;21.32291667;31.73692077
indole-3-butyric acid;;11.4375;8.942746645
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;2.306794434
mecoprop-P;;45.85416667;31.73692077
ISOPROTURON;;4.729166667;4.513968518
metamitron;;0.78125;0.945392035
terbutylazine;;9.5625;8.942746645
linuron;;10.71875;3.556299191
alachlor;;5.135416667;7.039992578
nortriptyline;;2.458333333;7.039992578
4-dichloro aniline;;3.645833333;8.942746645
7-dimethoxycoumarin;;5.453608247;13.53101447
trans-ferulic acid;;2.948453608;3.556299191
quercetin;;8.721649485;13.53101447
formononetin;;0.886597938;2.306794434
Rutin Hydrate;;9.773195876;13.53101447
(+)-catechin hydrate;;5.690721649;8.942746645
pentoxifylline;;0.927835052;3.556299191
naringin;;7.81443299;13.53101447
(-)-epicatechin;;6.288659794;5.30207761
(+)-catechin;;9.680412371;8.942746645
tert-butylhydroquinone;;10.07216495;5.30207761
propyl gallate;;10.37113402;8.942746645
folinic acid sodium salt;;11.04123711;13.53101447
riboflavin;;0.505154639;13.53101447
hydrochloridethiazide;;4.505154639;4.513968518
5-diphenylhydantoin;;16.92783505;13.53101447
antipyrine;;1.847826087;0.945392035
acetaminophen;;0.979381443;3.556299191
isoeugenol;;6.381443299;5.30207761
eugenol;;4.010309278;5.30207761
L-(-)-carvone;;2.804123711;2.306794434
vanillin;;1.979381443;2.22109038
(+)-carvone;;2.845360825;2.306794434
geraniol;;4.639175258;7.039992578
