Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;3.857031949
sulfathiazole;;2.728571429;2.28978828
sulfamerazine;;1.446153846;2.28978828
sulfacetamide;;1.331868132;0.745251945
sulfadiazine;;1.530769231;3.857031949
sulfaguanidine;;0.442391304;0.745251945
sulfaquinoxaline;;19.30326087;13.49144998
sulfamethoxazole;;6.345652174;3.857031949
testosterone;;15.95913978;15.88262115
cortisone;;3.185106383;4.966563046
betamethasone;;7.075531915;9.61914373
dehydroepiandrosterone;;19.3;15.88262115
corticosterone;;4.681914894;4.966563046
norethisterone;;16.71382979;15.88262115
progesterone;;29.96382979;30.09240412
pyridine;;3.085106383;2.28978828
methyl benzoate;;2.666666667;3.063881403
nitrocyclohexane;;1.905208333;1.352864225
anisole;;2.066666667;2.28978828
phenol;;1.61875;2.28978828
benzamide;;0.952083333;0.745251945
cumene;;7.367708333;6.60681777
4-dichlorophenol;;11.84583333;15.88262115
nandrolone;;10.375;15.88262115
mesterolone;;30.30208333;15.88262115
purpurin;;22.71875;13.49144998
ketoprofen;;30.03125;30.09240412
naproxen;;30.40625;30.09240412
ibuprofen;;31.625;30.09240412
aspirin;;6.354166667;4.966563046
ethisterone;;12.35416667;15.88262115
testosterone cypionate;;30.46875;30.09240412
testosterone isocaproate;;45;30.09240412
testosterone undecanoate;;36.32291667;30.09240412
propylparaben;;11.88421053;9.61914373
benzene;;1.694736842;2.28978828
toluene;;2.894736842;2.28978828
1-cloro-4-nitrobenzene;;3.526315789;4.966563046
naphthalene;;10.81052632;9.61914373
2-ethoxybenzoic acid;;4.947368421;3.857031949
3-(2-furyl)acrylic acid;;4.473684211;3.925614896
phthalide;;1.463157895;1.352864225
diphenylmethanol;;5.589473684;6.60681777
m-cresol;;2.652631579;2.28978828
p-benzoquinone;;1.357894737;0.745251945
catechol;;1.252631579;1.352864225
4-dihydroxy benzoic acid;;4.884210526;3.063881403
4-hydroxy benzoic acid;;4.957894737;3.063881403
benzyl alcohol;;0.821052632;1.352864225
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;3.925614896
syringic acid;;4.894736842;4.966563046
alpha-resorcylic acid;;9.126315789;3.925614896
pyrogallol;;0.968421053;0.745251945
acetophenone;;1.791666667;2.28978828
propiophenone;;2.9375;4.966563046
butyrophenone;;4.635416667;4.966563046
valerophenone;;7.854166667;6.60681777
hexanophenone;;14.34375;6.60681777
4-tert-butylphenol;;9.072916667;6.60681777
7-dihydroxy naphthalene;;12.88541667;9.61914373
4-trimethyl benzene;;7.614583333;6.60681777
gibberellic acid;;1.65625;3.925614896
3-Dioxane;;1.40625;1.352864225
vanillic acid;;4.71875;3.857031949
diphenyl carbonate;;9.75;6.60681777
trans-2-hexenyl acetate;;2.25;3.063881403
4-tert-butylbenzoic acid;;35.4375;30.09240412
bisphenol A;;53.55208333;30.09240412
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;15.88262115
butyl phenyl ether;;8.947916667;6.60681777
toluic acid;;6.729166667;4.966563046
equiline;;31.66666667;30.09240412
Sebuthylazine;;6.3125;30.09240412
aldicarb;;1.010416667;1.352864225
MCPB;;21.32291667;30.09240412
indole-3-butyric acid;;11.4375;9.61914373
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;1.352864225
mecoprop-P;;45.85416667;30.09240412
cyanazin;;4.9375;4.966563046
ISOPROTURON;;4.729166667;4.966563046
metamitron;;0.78125;0.745251945
terbutylazine;;9.5625;9.61914373
linuron;;10.71875;9.61914373
alachlor;;5.135416667;6.60681777
3-butanediol diacrylate;;1.541666667;3.857031949
nortriptyline;;2.458333333;6.60681777
4-dichloro aniline;;3.645833333;3.925614896
7-dimethoxycoumarin;;5.453608247;13.49144998
quercetin;;8.721649485;13.49144998
formononetin;;0.886597938;3.063881403
(+)-catechin hydrate;;5.690721649;9.61914373
naringin;;7.81443299;13.49144998
(-)-epicatechin;;6.288659794;4.966563046
(+)-catechin;;9.680412371;9.61914373
tert-butylhydroquinone;;10.07216495;4.966563046
propyl gallate;;10.37113402;9.61914373
folinic acid sodium salt;;11.04123711;13.49144998
riboflavin;;0.505154639;13.49144998
L-(+)-ascorbic acid;;0.381443299;0.745251945
hydrochloridethiazide;;4.505154639;3.063881403
5-diphenylhydantoin;;16.92783505;13.49144998
antipyrine;;1.847826087;2.28978828
acetaminophen;;0.979381443;3.925614896
isoeugenol;;6.381443299;3.857031949
eugenol;;4.010309278;3.857031949
L-(-)-carvone;;2.804123711;3.063881403
vanillin;;1.979381443;3.857031949
geraniol;;4.639175258;6.60681777
camphor;;2.082474227;3.925614896
o-methylanisole;;3.371134021;3.857031949
cinnamaldehyde;;2.845360825;3.063881403
cinnamyl alcohol;;2.275510204;3.063881403
dimethyl phthalate;;1.886597938;4.966563046
isopropyl isocyanate;;0.757575758;0.745251945
methylparaben;;3.363636364;3.063881403
ethylparaben;;5.693877551;9.61914373
butylparaben;;19.56565657;30.09240412
cefamandole;;33.05102041;13.49144998
fmoc chloride;;0.288659794;6.60681777
(+)-griseofulvin;;9.37755102;13.49144998
hippuric acid;;5.581632653;3.925614896
3-nitrophenol;;3.360824742;2.28978828
thymine;;0.142857143;0.745251945
carbamazepine;;5.142857143;3.925614896
abiraterone;;2.826530612;6.60681777
estriol;;12.51020408;15.88262115
chlorambucil;;24.94897959;30.09240412
2-hydroxypyridine;;0.336734694;0.745251945
piroxicam;;4.673469388;4.966563046
methyl-p-toluene sulfonate;;3.278350515;3.063881403
tropic acid;;1.96969697;1.352864225
PyBOP;;3.252525253;3.857031949
p-toluenesulfonyl isocyanate;;1.643564356;3.063881403
rifampicin;;9;30.09240412
thiamethoxam;;0.826530612;1.352864225
4-(dimethylamino)benzoic acid;;3.469387755;3.063881403
