Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;2.732927375
sulfathiazole;;2.728571429;2.732927375
sulfamerazine;;1.446153846;1.048143007
sulfacetamide;;1.331868132;1.048143007
sulfadiazine;;1.530769231;1.048143007
sulfaquinoxaline;;19.30326087;12.16875392
sulfamethoxazole;;6.345652174;3.46184304
testosterone;;15.95913978;18.05634748
prednisone;;3.193548387;6.195368322
estrone;;33.35698925;35.53803876
exemestane;;11.53723404;18.05634748
17-alpha-hydroxyprogesterone acetate;;19.41595745;18.05634748
cortisone;;3.185106383;6.195368322
dehydroepiandrosterone;;19.3;18.05634748
corticosterone;;4.681914894;6.195368322
norethisterone;;16.71382979;18.05634748
progesterone;;29.96382979;18.05634748
pyridine;;3.085106383;1.999616137
methyl benzoate;;2.666666667;1.999616137
nitrocyclohexane;;1.905208333;1.999616137
anisole;;2.066666667;1.999616137
phenol;;1.61875;1.999616137
benzamide;;0.952083333;1.048143007
cumene;;7.367708333;7.907070128
4-dichlorophenol;;11.84583333;12.16875392
nandrolone;;10.375;6.195368322
mesterolone;;30.30208333;18.05634748
 17beta-hydroxy-17-methyl-;;12.55208333;18.05634748
purpurin;;22.71875;12.16875392
ketoprofen;;30.03125;35.53803876
naproxen;;30.40625;35.53803876
ibuprofen;;31.625;35.53803876
aspirin;;6.354166667;5.477472872
ethisterone;;12.35416667;18.05634748
testosterone cypionate;;30.46875;35.53803876
testosterone isocaproate;;45;35.53803876
testosterone undecanoate;;36.32291667;35.53803876
Caffeine;;0.35106383;1.048143007
propylparaben;;11.88421053;5.477472872
benzene;;1.694736842;1.999616137
1-cloro-4-nitrobenzene;;3.526315789;3.360029333
naphthalene;;10.81052632;7.907070128
2-ethoxybenzoic acid;;4.947368421;5.477472872
3-(2-furyl)acrylic acid;;4.473684211;5.477472872
phthalide;;1.463157895;1.048143007
diphenylmethanol;;5.589473684;16.78567169
m-cresol;;2.652631579;1.999616137
p-benzoquinone;;1.357894737;1.048143007
catechol;;1.252631579;1.048143007
4-dihydroxy benzoic acid;;4.884210526;5.477472872
4-hydroxy benzoic acid;;4.957894737;5.477472872
benzyl alcohol;;0.821052632;1.999616137
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.732927375
syringic acid;;4.894736842;5.477472872
pyrogallol;;0.968421053;1.048143007
acetophenone;;1.791666667;1.999616137
propiophenone;;2.9375;3.46184304
butyrophenone;;4.635416667;7.907070128
valerophenone;;7.854166667;16.78567169
hexanophenone;;14.34375;16.78567169
4-tert-butylphenol;;9.072916667;12.16875392
7-dihydroxy naphthalene;;12.88541667;16.78567169
4-trimethyl benzene;;7.614583333;7.907070128
3-Dioxane;;1.40625;1.999616137
vanillic acid;;4.71875;5.477472872
benzoin methyl ether;;5.96875;7.907070128
diphenyl carbonate;;9.75;7.907070128
4-tert-butylbenzoic acid;;35.4375;35.53803876
bisphenol A;;53.55208333;35.53803876
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;16.78567169
toluic acid;;6.729166667;5.477472872
equiline;;31.66666667;35.53803876
Sebuthylazine;;6.3125;3.360029333
aldicarb;;1.010416667;2.732927375
MCPB;;21.32291667;16.78567169
indole-3-butyric acid;;11.4375;12.16875392
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;2.732927375
mecoprop-P;;45.85416667;16.78567169
cyanazin;;4.9375;3.360029333
metamitron;;0.78125;1.048143007
terbutylazine;;9.5625;7.907070128
linuron;;10.71875;7.907070128
alachlor;;5.135416667;6.195368322
3-butanediol diacrylate;;1.541666667;1.999616137
nortriptyline;;2.458333333;6.195368322
4-dichloro aniline;;3.645833333;3.360029333
7-dimethoxycoumarin;;5.453608247;5.477472872
trans-ferulic acid;;2.948453608;5.477472872
quercetin;;8.721649485;12.16875392
formononetin;;0.886597938;3.360029333
Rutin Hydrate;;9.773195876;6.195368322
(+)-catechin hydrate;;5.690721649;12.16875392
pentoxifylline;;0.927835052;1.048143007
naringin;;7.81443299;6.195368322
(-)-epicatechin;;6.288659794;12.16875392
(+)-catechin;;9.680412371;12.16875392
tert-butylhydroquinone;;10.07216495;16.78567169
propyl gallate;;10.37113402;5.477472872
folinic acid sodium salt;;11.04123711;18.05634748
riboflavin;;0.505154639;1.048143007
L-(+)-ascorbic acid;;0.381443299;5.477472872
5-diphenylhydantoin;;16.92783505;12.16875392
antipyrine;;1.847826087;3.46184304
eugenol;;4.010309278;3.46184304
L-(-)-carvone;;2.804123711;3.46184304
vanillin;;1.979381443;1.999616137
(+)-carvone;;2.845360825;3.46184304
geraniol;;4.639175258;3.46184304
camphor;;2.082474227;3.46184304
o-methylanisole;;3.371134021;3.46184304
cinnamaldehyde;;2.845360825;2.732927375
cinnamyl alcohol;;2.275510204;2.732927375
dimethyl phthalate;;1.886597938;1.999616137
diethyl phthalate;;3.918367347;3.46184304
isopropyl isocyanate;;0.757575758;1.048143007
ethylparaben;;5.693877551;5.477472872
butylparaben;;19.56565657;16.78567169
cefamandole;;33.05102041;35.53803876
myclobutanil;;12.58762887;18.05634748
fmoc chloride;;0.288659794;3.360029333
(+)-griseofulvin;;9.37755102;7.907070128
hippuric acid;;5.581632653;2.732927375
carbamazepine;;5.142857143;3.360029333
dansyl chloride;;6.826530612;7.907070128
abiraterone;;2.826530612;6.195368322
estriol;;12.51020408;6.195368322
chlorambucil;;24.94897959;18.05634748
piroxicam;;4.673469388;3.360029333
methyl-p-toluene sulfonate;;3.278350515;3.46184304
tropolone;;2.908163265;1.999616137
