Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;4.063539167
sulfathiazole;;2.728571429;1.935408369
sulfamerazine;;1.446153846;1.935408369
sulfacetamide;;1.331868132;0.720663148
sulfadiazine;;1.530769231;1.935408369
sulfaguanidine;;0.442391304;0.720663148
sulfaquinoxaline;;19.30326087;13.40833406
testosterone;;15.95913978;15.18786427
prednisone;;3.193548387;4.063539167
estrone;;33.35698925;27.9669868
exemestane;;11.53723404;27.9669868
17-alpha-hydroxyprogesterone acetate;;19.41595745;27.9669868
cortisone;;3.185106383;4.063539167
betamethasone;;7.075531915;4.063539167
dehydroepiandrosterone;;19.3;15.18786427
corticosterone;;4.681914894;4.063539167
norethisterone;;16.71382979;15.18786427
progesterone;;29.96382979;27.9669868
pyridine;;3.085106383;2.38514327
methyl benzoate;;2.666666667;2.38514327
nitrocyclohexane;;1.905208333;2.38514327
anisole;;2.066666667;2.38514327
phenol;;1.61875;2.38514327
benzamide;;0.952083333;0.720663148
cumene;;7.367708333;6.23036557
4-dichlorophenol;;11.84583333;6.23036557
nandrolone;;10.375;15.18786427
mesterolone;;30.30208333;15.18786427
 17beta-hydroxy-17-methyl-;;12.55208333;15.18786427
purpurin;;22.71875;13.40833406
ketoprofen;;30.03125;27.9669868
naproxen;;30.40625;27.9669868
aspirin;;6.354166667;5.34408864
ethisterone;;12.35416667;15.18786427
testosterone cypionate;;30.46875;27.9669868
testosterone undecanoate;;36.32291667;27.9669868
Caffeine;;0.35106383;0.720663148
propylparaben;;11.88421053;9.013255705
benzene;;1.694736842;2.38514327
toluene;;2.894736842;9.013255705
naphthalene;;10.81052632;9.013255705
2-ethoxybenzoic acid;;4.947368421;5.34408864
3-(2-furyl)acrylic acid;;4.473684211;5.34408864
phthalide;;1.463157895;1.202679673
m-cresol;;2.652631579;2.38514327
p-benzoquinone;;1.357894737;0.720663148
catechol;;1.252631579;1.935408369
4-dihydroxy benzoic acid;;4.884210526;5.34408864
4-hydroxy benzoic acid;;4.957894737;5.34408864
benzyl alcohol;;0.821052632;1.202679673
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.38514327
syringic acid;;4.894736842;5.34408864
alpha-resorcylic acid;;9.126315789;5.34408864
pyrogallol;;0.968421053;0.720663148
acetophenone;;1.791666667;2.38514327
propiophenone;;2.9375;4.44397683
butyrophenone;;4.635416667;4.44397683
hexanophenone;;14.34375;15.18786427
4-tert-butylphenol;;9.072916667;15.18786427
7-dihydroxy naphthalene;;12.88541667;9.013255705
4-trimethyl benzene;;7.614583333;6.23036557
gibberellic acid;;1.65625;4.063539167
3-Dioxane;;1.40625;1.202679673
benzoin methyl ether;;5.96875;6.23036557
diphenyl carbonate;;9.75;6.23036557
trans-2-hexenyl acetate;;2.25;2.38514327
4-tert-butylbenzoic acid;;35.4375;27.9669868
bisphenol A;;53.55208333;27.9669868
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;15.18786427
butyl phenyl ether;;8.947916667;6.23036557
toluic acid;;6.729166667;5.34408864
equiline;;31.66666667;27.9669868
aldicarb;;1.010416667;1.202679673
MCPB;;21.32291667;27.9669868
indole-3-butyric acid;;11.4375;9.013255705
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;1.935408369
mecoprop-P;;45.85416667;27.9669868
cyanazin;;4.9375;4.44397683
ISOPROTURON;;4.729166667;9.013255705
metamitron;;0.78125;0.720663148
terbutylazine;;9.5625;4.44397683
linuron;;10.71875;9.013255705
3-butanediol diacrylate;;1.541666667;1.202679673
nortriptyline;;2.458333333;6.23036557
4-dichloro aniline;;3.645833333;4.44397683
7-dimethoxycoumarin;;5.453608247;5.34408864
trans-ferulic acid;;2.948453608;5.34408864
quercetin;;8.721649485;13.40833406
Rutin Hydrate;;9.773195876;13.40833406
(+)-catechin hydrate;;5.690721649;13.40833406
pentoxifylline;;0.927835052;1.202679673
naringin;;7.81443299;13.40833406
(-)-epicatechin;;6.288659794;13.40833406
(+)-catechin;;9.680412371;13.40833406
propyl gallate;;10.37113402;5.34408864
folinic acid sodium salt;;11.04123711;13.40833406
riboflavin;;0.505154639;0.720663148
L-(+)-ascorbic acid;;0.381443299;5.34408864
hydrochloridethiazide;;4.505154639;4.063539167
antipyrine;;1.847826087;1.202679673
acetaminophen;;0.979381443;1.202679673
isoeugenol;;6.381443299;9.013255705
eugenol;;4.010309278;4.44397683
L-(-)-carvone;;2.804123711;4.44397683
vanillin;;1.979381443;1.935408369
(+)-carvone;;2.845360825;4.44397683
geraniol;;4.639175258;6.23036557
camphor;;2.082474227;1.935408369
cinnamaldehyde;;2.845360825;2.38514327
cinnamyl alcohol;;2.275510204;2.38514327
diethyl phthalate;;3.918367347;4.44397683
isopropyl isocyanate;;0.757575758;0.720663148
methylparaben;;3.363636364;5.34408864
ethylparaben;;5.693877551;5.34408864
butylparaben;;19.56565657;27.9669868
cefamandole;;33.05102041;13.40833406
myclobutanil;;12.58762887;27.9669868
fmoc chloride;;0.288659794;6.23036557
(+)-griseofulvin;;9.37755102;9.013255705
hippuric acid;;5.581632653;5.34408864
3-nitrophenol;;3.360824742;2.38514327
thymine;;0.142857143;0.720663148
carbamazepine;;5.142857143;4.44397683
dansyl chloride;;6.826530612;6.23036557
abiraterone;;2.826530612;6.23036557
estriol;;12.51020408;15.18786427
chlorambucil;;24.94897959;27.9669868
2-hydroxypyridine;;0.336734694;0.720663148
piroxicam;;4.673469388;4.063539167
methyl-p-toluene sulfonate;;3.278350515;2.38514327
tropolone;;2.908163265;1.935408369
tropic acid;;1.96969697;1.935408369
PyBOP;;3.252525253;4.063539167
p-toluenesulfonyl isocyanate;;1.643564356;2.38514327
rifampicin;;9;27.9669868
thiamethoxam;;0.826530612;1.202679673
