Compound_name;;y_test;y_pred
sulfathiazole;;2.728571429;2.665026567
sulfacetamide;;1.331868132;0.955553877
sulfadiazine;;1.530769231;0.955553877
sulfaguanidine;;0.442391304;0.955553877
sulfaquinoxaline;;19.30326087;10.51110124
sulfamethoxazole;;6.345652174;3.662445566
testosterone;;15.95913978;15.79935903
prednisone;;3.193548387;2.359014854
estrone;;33.35698925;37.36903226
exemestane;;11.53723404;18.15144848
17-alpha-hydroxyprogesterone acetate;;19.41595745;18.15144848
cortisone;;3.185106383;3.662445566
betamethasone;;7.075531915;8.587560843
dehydroepiandrosterone;;19.3;15.79935903
corticosterone;;4.681914894;3.662445566
norethisterone;;16.71382979;15.79935903
progesterone;;29.96382979;18.15144848
pyridine;;3.085106383;2.006327419
methyl benzoate;;2.666666667;2.665026567
anisole;;2.066666667;2.006327419
phenol;;1.61875;2.006327419
benzamide;;0.952083333;0.955553877
cumene;;7.367708333;6.691853444
nandrolone;;10.375;15.79935903
mesterolone;;30.30208333;15.79935903
 17beta-hydroxy-17-methyl-;;12.55208333;15.79935903
purpurin;;22.71875;10.51110124
ketoprofen;;30.03125;18.15144848
naproxen;;30.40625;37.36903226
ibuprofen;;31.625;37.36903226
aspirin;;6.354166667;5.45932403
ethisterone;;12.35416667;15.79935903
testosterone cypionate;;30.46875;37.36903226
testosterone isocaproate;;45;37.36903226
testosterone undecanoate;;36.32291667;37.36903226
Caffeine;;0.35106383;2.359014854
propylparaben;;11.88421053;8.587560843
benzene;;1.694736842;2.006327419
toluene;;2.894736842;3.662445566
1-cloro-4-nitrobenzene;;3.526315789;3.662445566
naphthalene;;10.81052632;10.51110124
2-ethoxybenzoic acid;;4.947368421;5.45932403
3-(2-furyl)acrylic acid;;4.473684211;5.45932403
phthalide;;1.463157895;2.665026567
diphenylmethanol;;5.589473684;6.691853444
m-cresol;;2.652631579;2.665026567
p-benzoquinone;;1.357894737;2.665026567
catechol;;1.252631579;0.955553877
4-dihydroxy benzoic acid;;4.884210526;5.45932403
4-hydroxy benzoic acid;;4.957894737;5.45932403
benzyl alcohol;;0.821052632;0.955553877
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.359014854
syringic acid;;4.894736842;5.45932403
alpha-resorcylic acid;;9.126315789;8.587560843
pyrogallol;;0.968421053;0.955553877
acetophenone;;1.791666667;2.006327419
butyrophenone;;4.635416667;3.662445566
valerophenone;;7.854166667;6.691853444
hexanophenone;;14.34375;15.79935903
4-tert-butylphenol;;9.072916667;6.691853444
7-dihydroxy naphthalene;;12.88541667;10.51110124
gibberellic acid;;1.65625;2.359014854
3-Dioxane;;1.40625;2.006327419
vanillic acid;;4.71875;5.45932403
benzoin methyl ether;;5.96875;6.691853444
diphenyl carbonate;;9.75;6.691853444
trans-2-hexenyl acetate;;2.25;2.006327419
4-tert-butylbenzoic acid;;35.4375;37.36903226
bisphenol A;;53.55208333;37.36903226
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;15.79935903
butyl phenyl ether;;8.947916667;6.691853444
toluic acid;;6.729166667;5.45932403
