Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;7.387164763
sulfathiazole;;2.728571429;6.5166158
sulfamerazine;;1.446153846;7.133339893
sulfacetamide;;1.331868132;6.531140469
sulfadiazine;;1.530769231;6.266136016
sulfaquinoxaline;;19.30326087;9.07411226
sulfamethoxazole;;6.345652174;7.509758525
testosterone;;15.95913978;15.17842784
prednisone;;3.193548387;14.01191463
estrone;;33.35698925;15.03427041
exemestane;;11.53723404;14.68179857
17-alpha-hydroxyprogesterone acetate;;19.41595745;17.03417007
cortisone;;3.185106383;14.31858613
dehydroepiandrosterone;;19.3;15.39852386
corticosterone;;4.681914894;14.90316223
norethisterone;;16.71382979;15.1398441
progesterone;;29.96382979;15.78187128
pyridine;;3.085106383;2.935244206
methyl benzoate;;2.666666667;5.790795002
nitrocyclohexane;;1.905208333;5.951455231
anisole;;2.066666667;4.899822106
phenol;;1.61875;4.428713122
benzamide;;0.952083333;4.440559073
cumene;;7.367708333;6.664520113
4-dichlorophenol;;11.84583333;5.349961777
nandrolone;;10.375;14.69596464
mesterolone;;30.30208333;16.28151303
 17beta-hydroxy-17-methyl-;;12.55208333;15.22457487
purpurin;;22.71875;9.188638535
ketoprofen;;30.03125;13.73831402
naproxen;;30.40625;13.0277972
ibuprofen;;31.625;13.65250345
aspirin;;6.354166667;7.259682308
ethisterone;;12.35416667;15.6985088
testosterone cypionate;;30.46875;18.83714835
testosterone isocaproate;;45;18.08554134
testosterone undecanoate;;36.32291667;20.15970547
Caffeine;;0.35106383;4.736697391
propylparaben;;11.88421053;9.554986054
benzene;;1.694736842;4.247720793
1-cloro-4-nitrobenzene;;3.526315789;4.995109721
naphthalene;;10.81052632;6.428999397
2-ethoxybenzoic acid;;4.947368421;7.409122136
3-(2-furyl)acrylic acid;;4.473684211;5.915836599
phthalide;;1.463157895;5.090022344
diphenylmethanol;;5.589473684;9.324328999
m-cresol;;2.652631579;5.457985932
p-benzoquinone;;1.357894737;3.953218625
catechol;;1.252631579;4.222391438
4-dihydroxy benzoic acid;;4.884210526;5.433438206
4-hydroxy benzoic acid;;4.957894737;5.778049739
benzyl alcohol;;0.821052632;5.041957162
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;8.33455344
syringic acid;;4.894736842;6.802562235
pyrogallol;;0.968421053;4.063851658
acetophenone;;1.791666667;5.640782841
propiophenone;;2.9375;6.603796294
butyrophenone;;4.635416667;7.643109074
valerophenone;;7.854166667;9.007744023
hexanophenone;;14.34375;9.988719406
4-tert-butylphenol;;9.072916667;8.671024499
7-dihydroxy naphthalene;;12.88541667;7.389306203
4-trimethyl benzene;;7.614583333;6.63492062
3-Dioxane;;1.40625;8.066911559
vanillic acid;;4.71875;6.12659286
benzoin methyl ether;;5.96875;10.31846068
diphenyl carbonate;;9.75;9.716551353
4-tert-butylbenzoic acid;;35.4375;11.10021461
bisphenol A;;53.55208333;12.41443898
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.854815007
toluic acid;;6.729166667;6.345647876
equiline;;31.66666667;14.50499529
Sebuthylazine;;6.3125;8.436248525
aldicarb;;1.010416667;7.253309445
MCPB;;21.32291667;12.26410424
indole-3-butyric acid;;11.4375;10.73104324
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.947212588
mecoprop-P;;45.85416667;11.31831124
cyanazin;;4.9375;7.765892953
metamitron;;0.78125;6.952375178
terbutylazine;;9.5625;8.497057151
linuron;;10.71875;8.941998886
alachlor;;5.135416667;10.38405765
3-butanediol diacrylate;;1.541666667;9.207180577
nortriptyline;;2.458333333;10.42513284
4-dichloro aniline;;3.645833333;4.797114977
7-dimethoxycoumarin;;5.453608247;7.603962508
trans-ferulic acid;;2.948453608;8.984780822
quercetin;;8.721649485;10.2432208
formononetin;;0.886597938;10.91671368
Rutin Hydrate;;9.773195876;12.29139833
(+)-catechin hydrate;;5.690721649;11.32061002
pentoxifylline;;0.927835052;8.93484785
naringin;;7.81443299;13.12602659
(-)-epicatechin;;6.288659794;11.35421714
(+)-catechin;;9.680412371;11.32061002
tert-butylhydroquinone;;10.07216495;8.194269615
propyl gallate;;10.37113402;9.228887633
folinic acid sodium salt;;11.04123711;12.10068376
riboflavin;;0.505154639;9.64525945
L-(+)-ascorbic acid;;0.381443299;4.070303745
5-diphenylhydantoin;;16.92783505;9.432222754
antipyrine;;1.847826087;7.480302015
eugenol;;4.010309278;8.002910407
L-(-)-carvone;;2.804123711;7.890301355
vanillin;;1.979381443;5.198058903
(+)-carvone;;2.845360825;7.904332963
geraniol;;4.639175258;8.938290827
camphor;;2.082474227;8.259290085
o-methylanisole;;3.371134021;5.662333362
cinnamaldehyde;;2.845360825;6.386758627
cinnamyl alcohol;;2.275510204;6.797104088
dimethyl phthalate;;1.886597938;7.152125849
diethyl phthalate;;3.918367347;9.418094377
isopropyl isocyanate;;0.757575758;3.706846606
ethylparaben;;5.693877551;8.102778343
butylparaben;;19.56565657;10.44298118
cefamandole;;33.05102041;14.15241711
myclobutanil;;12.58762887;11.18621119
fmoc chloride;;0.288659794;10.88256825
(+)-griseofulvin;;9.37755102;12.09063878
hippuric acid;;5.581632653;8.123204034
carbamazepine;;5.142857143;8.578427753
dansyl chloride;;6.826530612;9.721183584
abiraterone;;2.826530612;15.22350262
estriol;;12.51020408;14.55625889
chlorambucil;;24.94897959;13.60051221
piroxicam;;4.673469388;9.255396383
methyl-p-toluene sulfonate;;3.278350515;7.152052577
tropolone;;2.908163265;4.487238578
tropic acid;;1.96969697;7.787108937
PyBOP;;3.252525253;9.698819079
p-toluenesulfonyl isocyanate;;1.643564356;6.72993415
rifampicin;;9;10.02210381
thiamethoxam;;0.826530612;7.503880517
4-(dimethylamino)benzoic acid;;3.469387755;8.077099145
