Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;7.252765638
sulfathiazole;;2.728571429;6.361349034
sulfamerazine;;1.446153846;7.022478938
sulfacetamide;;1.331868132;6.308024799
sulfadiazine;;1.530769231;6.190263084
sulfaguanidine;;0.442391304;4.898998547
sulfaquinoxaline;;19.30326087;9.012821411
sulfamethoxazole;;6.345652174;7.414421642
testosterone;;15.95913978;14.73628935
cortisone;;3.185106383;14.06065988
betamethasone;;7.075531915;14.00001914
dehydroepiandrosterone;;19.3;14.8918689
corticosterone;;4.681914894;14.55128269
norethisterone;;16.71382979;14.75096626
progesterone;;29.96382979;15.4700581
pyridine;;3.085106383;2.801252557
methyl benzoate;;2.666666667;5.782836379
nitrocyclohexane;;1.905208333;5.699864065
anisole;;2.066666667;4.826530084
phenol;;1.61875;4.239988186
benzamide;;0.952083333;4.283816641
cumene;;7.367708333;6.527044407
4-dichlorophenol;;11.84583333;5.214701767
nandrolone;;10.375;14.19934597
mesterolone;;30.30208333;15.74721427
purpurin;;22.71875;9.133861106
ketoprofen;;30.03125;13.68561052
naproxen;;30.40625;12.91770497
ibuprofen;;31.625;13.4101028
aspirin;;6.354166667;7.198564896
ethisterone;;12.35416667;15.30918842
testosterone cypionate;;30.46875;18.5041142
testosterone isocaproate;;45;17.78434398
testosterone undecanoate;;36.32291667;19.8818712
propylparaben;;11.88421053;9.44504329
benzene;;1.694736842;4.124367432
toluene;;2.894736842;4.873265775
1-cloro-4-nitrobenzene;;3.526315789;4.861708737
naphthalene;;10.81052632;6.405829652
2-ethoxybenzoic acid;;4.947368421;7.413165517
3-(2-furyl)acrylic acid;;4.473684211;5.857101165
phthalide;;1.463157895;4.993663766
diphenylmethanol;;5.589473684;9.301306024
m-cresol;;2.652631579;5.24610686
p-benzoquinone;;1.357894737;3.93506082
catechol;;1.252631579;4.117152956
4-dihydroxy benzoic acid;;4.884210526;5.335280146
4-hydroxy benzoic acid;;4.957894737;5.596546048
benzyl alcohol;;0.821052632;4.911093605
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;8.092992104
syringic acid;;4.894736842;6.952518893
alpha-resorcylic acid;;9.126315789;5.129984563
pyrogallol;;0.968421053;3.998405481
acetophenone;;1.791666667;5.56247648
propiophenone;;2.9375;6.539496049
butyrophenone;;4.635416667;7.573629236
valerophenone;;7.854166667;8.963087961
hexanophenone;;14.34375;9.975196689
4-tert-butylphenol;;9.072916667;8.452892347
7-dihydroxy naphthalene;;12.88541667;7.287596964
4-trimethyl benzene;;7.614583333;6.467459734
gibberellic acid;;1.65625;12.97935093
3-Dioxane;;1.40625;8.00415922
vanillic acid;;4.71875;6.11069147
diphenyl carbonate;;9.75;9.773197186
trans-2-hexenyl acetate;;2.25;8.288779948
4-tert-butylbenzoic acid;;35.4375;10.90366031
bisphenol A;;53.55208333;12.20632956
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.771836218
butyl phenyl ether;;8.947916667;8.301376936
toluic acid;;6.729166667;6.22827802
equiline;;31.66666667;13.99795683
Sebuthylazine;;6.3125;8.358179247
aldicarb;;1.010416667;6.979886568
MCPB;;21.32291667;12.13918379
indole-3-butyric acid;;11.4375;10.58142549
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.939124972
mecoprop-P;;45.85416667;11.15028455
cyanazin;;4.9375;7.658464638
ISOPROTURON;;4.729166667;9.628003211
metamitron;;0.78125;6.95964852
terbutylazine;;9.5625;8.332810255
linuron;;10.71875;8.935676713
alachlor;;5.135416667;10.32964376
3-butanediol diacrylate;;1.541666667;9.195484831
nortriptyline;;2.458333333;10.38088105
4-dichloro aniline;;3.645833333;4.608979257
7-dimethoxycoumarin;;5.453608247;7.695546469
quercetin;;8.721649485;10.26243756
formononetin;;0.886597938;10.97238934
(+)-catechin hydrate;;5.690721649;11.18418715
naringin;;7.81443299;13.30309588
(-)-epicatechin;;6.288659794;11.22612754
(+)-catechin;;9.680412371;11.18418715
tert-butylhydroquinone;;10.07216495;8.02210977
propyl gallate;;10.37113402;9.230953162
folinic acid sodium salt;;11.04123711;12.02110485
riboflavin;;0.505154639;9.956336797
L-(+)-ascorbic acid;;0.381443299;4.048276403
hydrochloridethiazide;;4.505154639;6.166526168
5-diphenylhydantoin;;16.92783505;9.317765646
antipyrine;;1.847826087;7.521183116
acetaminophen;;0.979381443;6.478876053
isoeugenol;;6.381443299;7.934890291
eugenol;;4.010309278;7.928572608
L-(-)-carvone;;2.804123711;7.786112988
vanillin;;1.979381443;5.237578599
geraniol;;4.639175258;8.674104042
camphor;;2.082474227;7.85245479
o-methylanisole;;3.371134021;5.598551352
cinnamaldehyde;;2.845360825;6.373009901
cinnamyl alcohol;;2.275510204;6.684801774
dimethyl phthalate;;1.886597938;7.341337813
isopropyl isocyanate;;0.757575758;3.491763953
methylparaben;;3.363636364;6.397911593
ethylparaben;;5.693877551;7.962568932
butylparaben;;19.56565657;10.38725796
cefamandole;;33.05102041;14.24802104
fmoc chloride;;0.288659794;10.79172042
(+)-griseofulvin;;9.37755102;12.12105536
hippuric acid;;5.581632653;8.003876707
3-nitrophenol;;3.360824742;4.060120338
thymine;;0.142857143;3.211244207
carbamazepine;;5.142857143;8.394200153
abiraterone;;2.826530612;14.95851058
estriol;;12.51020408;14.0526783
chlorambucil;;24.94897959;13.44729265
2-hydroxypyridine;;0.336734694;3.169483209
piroxicam;;4.673469388;9.454914724
methyl-p-toluene sulfonate;;3.278350515;7.041622877
tropic acid;;1.96969697;7.638231122
PyBOP;;3.252525253;9.740059389
p-toluenesulfonyl isocyanate;;1.643564356;6.615091768
rifampicin;;9;10.02347605
thiamethoxam;;0.826530612;7.533459847
4-(dimethylamino)benzoic acid;;3.469387755;7.998939098
