Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;6.500561445
sulfathiazole;;2.728571429;5.802167473
sulfamerazine;;1.446153846;6.258456609
sulfadiazine;;1.530769231;5.496097292
sulfaguanidine;;0.442391304;4.517115075
sulfamethoxazole;;6.345652174;6.622061075
testosterone;;15.95913978;13.90596813
prednisone;;3.193548387;12.56278733
estrone;;33.35698925;13.92808901
exemestane;;11.53723404;13.46369127
17-alpha-hydroxyprogesterone acetate;;19.41595745;15.28750109
cortisone;;3.185106383;12.84346852
betamethasone;;7.075531915;12.75138695
corticosterone;;4.681914894;13.34135231
norethisterone;;16.71382979;13.82213169
progesterone;;29.96382979;14.32303894
pyridine;;3.085106383;2.868884841
methyl benzoate;;2.666666667;5.431417849
nitrocyclohexane;;1.905208333;5.342793565
anisole;;2.066666667;4.765479296
phenol;;1.61875;4.297716376
benzamide;;0.952083333;4.134051133
4-dichlorophenol;;11.84583333;5.097927145
nandrolone;;10.375;13.48478042
mesterolone;;30.30208333;14.86151313
 17beta-hydroxy-17-methyl-;;12.55208333;13.88168966
purpurin;;22.71875;8.655091424
naproxen;;30.40625;11.86578019
ibuprofen;;31.625;12.43037359
aspirin;;6.354166667;6.585685841
ethisterone;;12.35416667;14.30425101
testosterone cypionate;;30.46875;16.52153913
testosterone isocaproate;;45;15.99800561
Caffeine;;0.35106383;4.44287856
benzene;;1.694736842;4.189169547
toluene;;2.894736842;4.976597671
1-cloro-4-nitrobenzene;;3.526315789;4.541319871
naphthalene;;10.81052632;6.276794182
2-ethoxybenzoic acid;;4.947368421;6.895027475
3-(2-furyl)acrylic acid;;4.473684211;5.374641829
diphenylmethanol;;5.589473684;8.85023623
m-cresol;;2.652631579;5.309687229
p-benzoquinone;;1.357894737;3.693054314
catechol;;1.252631579;4.127248036
4-dihydroxy benzoic acid;;4.884210526;5.061325296
benzyl alcohol;;0.821052632;4.872731576
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;7.527092785
syringic acid;;4.894736842;6.470882512
alpha-resorcylic acid;;9.126315789;4.893944499
pyrogallol;;0.968421053;4.005805531
acetophenone;;1.791666667;5.347956094
propiophenone;;2.9375;6.200831951
butyrophenone;;4.635416667;7.14378488
valerophenone;;7.854166667;8.386608818
hexanophenone;;14.34375;9.216264988
4-tert-butylphenol;;9.072916667;8.208507369
4-trimethyl benzene;;7.614583333;6.435760986
gibberellic acid;;1.65625;12.04490907
3-Dioxane;;1.40625;7.660514909
vanillic acid;;4.71875;5.718374018
benzoin methyl ether;;5.96875;9.66492186
diphenyl carbonate;;9.75;8.87740997
trans-2-hexenyl acetate;;2.25;7.613966766
4-tert-butylbenzoic acid;;35.4375;10.29449026
bisphenol A;;53.55208333;11.678504
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.464131785
butyl phenyl ether;;8.947916667;7.863367434
toluic acid;;6.729166667;5.954702132
equiline;;31.66666667;13.43008672
Sebuthylazine;;6.3125;7.681916797
aldicarb;;1.010416667;6.387386807
MCPB;;21.32291667;11.21414374
indole-3-butyric acid;;11.4375;9.771409994
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.482017634
mecoprop-P;;45.85416667;10.43016809
cyanazin;;4.9375;7.041153691
ISOPROTURON;;4.729166667;8.879223
metamitron;;0.78125;6.436336745
alachlor;;5.135416667;9.376142061
3-butanediol diacrylate;;1.541666667;8.209051299
4-dichloro aniline;;3.645833333;4.522967836
7-dimethoxycoumarin;;5.453608247;7.230160987
trans-ferulic acid;;2.948453608;8.222015838
quercetin;;8.721649485;9.547964261
formononetin;;0.886597938;10.07711402
Rutin Hydrate;;9.773195876;11.17469621
(+)-catechin hydrate;;5.690721649;10.58586201
pentoxifylline;;0.927835052;7.962230148
naringin;;7.81443299;11.80750052
(-)-epicatechin;;6.288659794;10.61019997
tert-butylhydroquinone;;10.07216495;7.813188112
propyl gallate;;10.37113402;8.596427004
folinic acid sodium salt;;11.04123711;10.35205036
riboflavin;;0.505154639;8.718948332
L-(+)-ascorbic acid;;0.381443299;3.815342502
hydrochloridethiazide;;4.505154639;5.637729876
5-diphenylhydantoin;;16.92783505;8.609667871
antipyrine;;1.847826087;7.028013546
acetaminophen;;0.979381443;6.1322423
isoeugenol;;6.381443299;7.583238277
eugenol;;4.010309278;7.584141626
L-(-)-carvone;;2.804123711;7.388297725
vanillin;;1.979381443;4.972458408
(+)-carvone;;2.845360825;7.399833194
camphor;;2.082474227;7.732552161
o-methylanisole;;3.371134021;5.529689457
cinnamaldehyde;;2.845360825;5.990849919
cinnamyl alcohol;;2.275510204;6.382556688
dimethyl phthalate;;1.886597938;6.671939613
diethyl phthalate;;3.918367347;8.626544952
isopropyl isocyanate;;0.757575758;3.365842549
methylparaben;;3.363636364;6.067269775
ethylparaben;;5.693877551;7.479158871
butylparaben;;19.56565657;9.53803454
cefamandole;;33.05102041;12.74605109
myclobutanil;;12.58762887;10.24738671
fmoc chloride;;0.288659794;10.02603725
(+)-griseofulvin;;9.37755102;11.07177237
hippuric acid;;5.581632653;7.346150134
3-nitrophenol;;3.360824742;3.845014409
thymine;;0.142857143;2.999041193
carbamazepine;;5.142857143;7.852763478
dansyl chloride;;6.826530612;8.855780202
abiraterone;;2.826530612;13.89457663
estriol;;12.51020408;13.53235625
2-hydroxypyridine;;0.336734694;3.076138007
piroxicam;;4.673469388;8.314212533
methyl-p-toluene sulfonate;;3.278350515;6.620905296
tropolone;;2.908163265;4.243811608
tropic acid;;1.96969697;7.116078307
PyBOP;;3.252525253;8.682690726
p-toluenesulfonyl isocyanate;;1.643564356;6.050371513
rifampicin;;9;9.172123443
thiamethoxam;;0.826530612;6.734536335
4-(dimethylamino)benzoic acid;;3.469387755;7.46742806
