Compound_name;;y_test;y_pred
sulfathiazole;;2.728571429;6.290799777
sulfacetamide;;1.331868132;6.292455632
sulfadiazine;;1.530769231;6.404517991
sulfaguanidine;;0.442391304;4.959221133
sulfaquinoxaline;;19.30326087;9.181564302
sulfamethoxazole;;6.345652174;7.401522192
testosterone;;15.95913978;15.17786806
prednisone;;3.193548387;13.49214769
estrone;;33.35698925;15.14785448
exemestane;;11.53723404;14.68569934
17-alpha-hydroxyprogesterone acetate;;19.41595745;16.69381619
cortisone;;3.185106383;13.80585923
betamethasone;;7.075531915;13.7746009
dehydroepiandrosterone;;19.3;15.3661654
corticosterone;;4.681914894;14.60599456
norethisterone;;16.71382979;15.06917776
progesterone;;29.96382979;15.83520427
pyridine;;3.085106383;2.947210923
methyl benzoate;;2.666666667;5.624883852
anisole;;2.066666667;4.845745742
phenol;;1.61875;4.340706171
benzamide;;0.952083333;4.352184375
cumene;;7.367708333;6.701206463
nandrolone;;10.375;14.68953473
mesterolone;;30.30208333;16.308203
 17beta-hydroxy-17-methyl-;;12.55208333;15.22071504
purpurin;;22.71875;9.09523353
ketoprofen;;30.03125;13.45645919
naproxen;;30.40625;12.74698859
ibuprofen;;31.625;13.27537409
aspirin;;6.354166667;6.813554634
ethisterone;;12.35416667;15.63895847
testosterone cypionate;;30.46875;18.66724861
testosterone isocaproate;;45;17.90170656
testosterone undecanoate;;36.32291667;19.86674232
Caffeine;;0.35106383;4.617147676
propylparaben;;11.88421053;9.280481247
benzene;;1.694736842;4.331849171
toluene;;2.894736842;5.040598122
1-cloro-4-nitrobenzene;;3.526315789;4.670650063
naphthalene;;10.81052632;6.669529453
2-ethoxybenzoic acid;;4.947368421;7.234720573
3-(2-furyl)acrylic acid;;4.473684211;5.478365308
phthalide;;1.463157895;5.078709509
diphenylmethanol;;5.589473684;9.465074642
m-cresol;;2.652631579;5.335874229
p-benzoquinone;;1.357894737;3.680906469
catechol;;1.252631579;4.104486355
4-dihydroxy benzoic acid;;4.884210526;4.935376319
4-hydroxy benzoic acid;;4.957894737;5.356692077
benzyl alcohol;;0.821052632;5.034156456
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;7.822504096
syringic acid;;4.894736842;6.434624698
alpha-resorcylic acid;;9.126315789;4.783626804
pyrogallol;;0.968421053;3.868452602
acetophenone;;1.791666667;5.580419987
butyrophenone;;4.635416667;7.643964629
valerophenone;;7.854166667;9.034785649
hexanophenone;;14.34375;10.03846705
4-tert-butylphenol;;9.072916667;8.671246221
7-dihydroxy naphthalene;;12.88541667;7.403351966
gibberellic acid;;1.65625;12.57685096
3-Dioxane;;1.40625;8.079387145
vanillic acid;;4.71875;5.653081033
benzoin methyl ether;;5.96875;10.37258274
diphenyl carbonate;;9.75;9.766623914
trans-2-hexenyl acetate;;2.25;8.086266032
4-tert-butylbenzoic acid;;35.4375;10.89853218
bisphenol A;;53.55208333;12.50831282
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.81203551
butyl phenyl ether;;8.947916667;8.37135419
toluic acid;;6.729166667;6.166417112
equiline;;31.66666667;14.55714255
Sebuthylazine;;6.3125;8.398189334
aldicarb;;1.010416667;6.447541194
indole-3-butyric acid;;11.4375;10.55147114
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.765651253
mecoprop-P;;45.85416667;10.74655395
cyanazin;;4.9375;7.572554687
ISOPROTURON;;4.729166667;9.58585251
metamitron;;0.78125;6.931854952
terbutylazine;;9.5625;8.376844254
linuron;;10.71875;8.533185412
alachlor;;5.135416667;10.3327247
3-butanediol diacrylate;;1.541666667;8.59085286
nortriptyline;;2.458333333;10.82142881
7-dimethoxycoumarin;;5.453608247;7.531001923
trans-ferulic acid;;2.948453608;8.47071495
quercetin;;8.721649485;10.02841947
formononetin;;0.886597938;10.93840259
Rutin Hydrate;;9.773195876;11.62333617
(+)-catechin hydrate;;5.690721649;11.0455169
pentoxifylline;;0.927835052;8.743023954
naringin;;7.81443299;12.29349059
(-)-epicatechin;;6.288659794;11.10192103
(+)-catechin;;9.680412371;11.0455169
tert-butylhydroquinone;;10.07216495;8.108916104
propyl gallate;;10.37113402;8.864749067
L-(+)-ascorbic acid;;0.381443299;3.476394114
hydrochloridethiazide;;4.505154639;5.938390005
5-diphenylhydantoin;;16.92783505;9.419866901
antipyrine;;1.847826087;7.492261711
acetaminophen;;0.979381443;6.345232477
isoeugenol;;6.381443299;7.883630113
eugenol;;4.010309278;7.881010651
L-(-)-carvone;;2.804123711;7.746912212
vanillin;;1.979381443;4.956486815
(+)-carvone;;2.845360825;7.763204785
geraniol;;4.639175258;8.611701438
o-methylanisole;;3.371134021;5.64560144
cinnamaldehyde;;2.845360825;6.373883805
cinnamyl alcohol;;2.275510204;6.707050694
dimethyl phthalate;;1.886597938;7.011336058
diethyl phthalate;;3.918367347;9.283031606
isopropyl isocyanate;;0.757575758;3.434535969
methylparaben;;3.363636364;6.170877767
ethylparaben;;5.693877551;7.82068335
butylparaben;;19.56565657;10.22021356
myclobutanil;;12.58762887;11.07884355
(+)-griseofulvin;;9.37755102;11.59297391
hippuric acid;;5.581632653;7.633648093
3-nitrophenol;;3.360824742;3.915660403
thymine;;0.142857143;2.914029717
carbamazepine;;5.142857143;8.712026891
dansyl chloride;;6.826530612;9.808937679
estriol;;12.51020408;14.54606799
chlorambucil;;24.94897959;13.28394935
2-hydroxypyridine;;0.336734694;3.012221227
methyl-p-toluene sulfonate;;3.278350515;7.093283955
tropolone;;2.908163265;4.234089288
tropic acid;;1.96969697;7.42495849
PyBOP;;3.252525253;9.695727901
p-toluenesulfonyl isocyanate;;1.643564356;6.608971655
rifampicin;;9;9.465968962
thiamethoxam;;0.826530612;6.880578268
4-(dimethylamino)benzoic acid;;3.469387755;7.892467884
