Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;7.162110289
sulfathiazole;;2.728571429;6.381467514
sulfamerazine;;1.446153846;6.942386549
sulfacetamide;;1.331868132;6.03287503
sulfadiazine;;1.530769231;6.136261452
sulfaguanidine;;0.442391304;4.732987593
sulfaquinoxaline;;19.30326087;9.094662865
testosterone;;15.95913978;13.84592969
prednisone;;3.193548387;12.4616466
estrone;;33.35698925;14.14728888
exemestane;;11.53723404;13.51108245
17-alpha-hydroxyprogesterone acetate;;19.41595745;15.41359583
cortisone;;3.185106383;12.67585506
betamethasone;;7.075531915;12.68720962
dehydroepiandrosterone;;19.3;13.99413333
corticosterone;;4.681914894;13.40249353
norethisterone;;16.71382979;13.79648517
progesterone;;29.96382979;14.30035835
pyridine;;3.085106383;2.993187793
methyl benzoate;;2.666666667;5.652341832
nitrocyclohexane;;1.905208333;5.166084427
anisole;;2.066666667;4.915279662
phenol;;1.61875;4.371005476
benzamide;;0.952083333;4.281197312
cumene;;7.367708333;6.359695504
4-dichlorophenol;;11.84583333;5.554274045
nandrolone;;10.375;13.4838532
mesterolone;;30.30208333;14.70513765
 17beta-hydroxy-17-methyl-;;12.55208333;13.85165051
purpurin;;22.71875;9.179720079
ketoprofen;;30.03125;13.17438984
naproxen;;30.40625;12.3909081
aspirin;;6.354166667;6.938541107
ethisterone;;12.35416667;14.2406447
testosterone cypionate;;30.46875;16.37665736
testosterone undecanoate;;36.32291667;17.54044609
Caffeine;;0.35106383;4.474574827
propylparaben;;11.88421053;9.134380771
benzene;;1.694736842;4.234375327
toluene;;2.894736842;4.931361259
naphthalene;;10.81052632;6.491571531
2-ethoxybenzoic acid;;4.947368421;7.190128727
3-(2-furyl)acrylic acid;;4.473684211;5.678374237
phthalide;;1.463157895;4.987978021
m-cresol;;2.652631579;5.271879291
p-benzoquinone;;1.357894737;3.756713006
catechol;;1.252631579;4.200096626
4-dihydroxy benzoic acid;;4.884210526;5.322114427
4-hydroxy benzoic acid;;4.957894737;5.624641102
benzyl alcohol;;0.821052632;4.935590121
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;7.659730768
syringic acid;;4.894736842;6.781009831
alpha-resorcylic acid;;9.126315789;5.024319032
pyrogallol;;0.968421053;4.078385047
acetophenone;;1.791666667;5.497531039
propiophenone;;2.9375;6.367772386
butyrophenone;;4.635416667;7.33715711
hexanophenone;;14.34375;9.503044206
4-tert-butylphenol;;9.072916667;8.1526081
7-dihydroxy naphthalene;;12.88541667;7.397281654
4-trimethyl benzene;;7.614583333;6.345602983
gibberellic acid;;1.65625;11.81053087
3-Dioxane;;1.40625;7.77229262
benzoin methyl ether;;5.96875;10.14391769
diphenyl carbonate;;9.75;9.403673302
trans-2-hexenyl acetate;;2.25;7.583443682
4-tert-butylbenzoic acid;;35.4375;10.36851831
bisphenol A;;53.55208333;12.07523503
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.419479314
butyl phenyl ether;;8.947916667;8.070162095
toluic acid;;6.729166667;6.075384564
equiline;;31.66666667;13.72305717
aldicarb;;1.010416667;6.272758656
MCPB;;21.32291667;11.83315923
indole-3-butyric acid;;11.4375;10.14771864
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.889756182
mecoprop-P;;45.85416667;10.88680726
cyanazin;;4.9375;7.543707156
ISOPROTURON;;4.729166667;8.984672129
metamitron;;0.78125;6.741626054
terbutylazine;;9.5625;8.069335403
linuron;;10.71875;8.811756186
3-butanediol diacrylate;;1.541666667;8.426400449
nortriptyline;;2.458333333;10.19214745
4-dichloro aniline;;3.645833333;4.928952811
7-dimethoxycoumarin;;5.453608247;7.55911368
trans-ferulic acid;;2.948453608;8.669366048
quercetin;;8.721649485;10.40893144
Rutin Hydrate;;9.773195876;11.54538383
(+)-catechin hydrate;;5.690721649;11.22242992
pentoxifylline;;0.927835052;8.20898445
naringin;;7.81443299;12.27923716
(-)-epicatechin;;6.288659794;11.25373709
(+)-catechin;;9.680412371;11.22242992
propyl gallate;;10.37113402;8.811445316
folinic acid sodium salt;;11.04123711;10.93078641
riboflavin;;0.505154639;9.028716245
L-(+)-ascorbic acid;;0.381443299;3.701125243
hydrochloridethiazide;;4.505154639;6.204727855
antipyrine;;1.847826087;7.27495866
acetaminophen;;0.979381443;6.34207399
isoeugenol;;6.381443299;7.792423651
eugenol;;4.010309278;7.791995837
L-(-)-carvone;;2.804123711;7.194057797
vanillin;;1.979381443;5.248090237
(+)-carvone;;2.845360825;7.208210936
geraniol;;4.639175258;8.077693155
camphor;;2.082474227;7.260081465
cinnamaldehyde;;2.845360825;6.282372785
cinnamyl alcohol;;2.275510204;6.587537861
diethyl phthalate;;3.918367347;9.024061015
isopropyl isocyanate;;0.757575758;3.184844138
methylparaben;;3.363636364;6.334853132
ethylparaben;;5.693877551;7.790992523
butylparaben;;19.56565657;9.909828694
cefamandole;;33.05102041;13.30640632
myclobutanil;;12.58762887;11.02230583
fmoc chloride;;0.288659794;10.68728737
(+)-griseofulvin;;9.37755102;11.85493432
hippuric acid;;5.581632653;7.709453952
3-nitrophenol;;3.360824742;4.06616053
thymine;;0.142857143;2.807103959
carbamazepine;;5.142857143;8.276945117
dansyl chloride;;6.826530612;9.721477879
abiraterone;;2.826530612;13.95800396
estriol;;12.51020408;13.66440103
chlorambucil;;24.94897959;13.15338489
2-hydroxypyridine;;0.336734694;3.102198972
piroxicam;;4.673469388;9.028604145
methyl-p-toluene sulfonate;;3.278350515;6.819593553
tropolone;;2.908163265;4.300144641
tropic acid;;1.96969697;7.189906015
PyBOP;;3.252525253;8.92457987
p-toluenesulfonyl isocyanate;;1.643564356;6.406707868
rifampicin;;9;9.219633648
thiamethoxam;;0.826530612;7.345849646
