Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;7.092235177
sulfathiazole;;2.728571429;6.291954898
sulfamerazine;;1.446153846;6.816634203
sulfacetamide;;1.331868132;6.070732242
sulfadiazine;;1.530769231;6.021280983
sulfaguanidine;;0.442391304;4.752048197
sulfaquinoxaline;;19.30326087;8.88406776
sulfamethoxazole;;6.345652174;7.171276942
prednisone;;3.193548387;13.16338065
estrone;;33.35698925;14.83438449
exemestane;;11.53723404;14.28142932
17-alpha-hydroxyprogesterone acetate;;19.41595745;16.37610378
cortisone;;3.185106383;13.47276334
betamethasone;;7.075531915;13.37649812
dehydroepiandrosterone;;19.3;14.96831794
corticosterone;;4.681914894;14.23292411
progesterone;;29.96382979;15.32985574
pyridine;;3.085106383;3.288185281
methyl benzoate;;2.666666667;5.783710303
nitrocyclohexane;;1.905208333;5.804141076
phenol;;1.61875;4.699065774
cumene;;7.367708333;6.865474286
4-dichlorophenol;;11.84583333;5.525417707
mesterolone;;30.30208333;15.82928471
 17beta-hydroxy-17-methyl-;;12.55208333;14.68898824
purpurin;;22.71875;8.991804509
ketoprofen;;30.03125;13.53588653
naproxen;;30.40625;12.75899136
ibuprofen;;31.625;13.32275714
aspirin;;6.354166667;7.009942498
ethisterone;;12.35416667;15.15056908
testosterone cypionate;;30.46875;18.31556237
testosterone isocaproate;;45;17.52073307
testosterone undecanoate;;36.32291667;19.62172226
Caffeine;;0.35106383;4.604253945
propylparaben;;11.88421053;9.235708941
toluene;;2.894736842;5.335494008
1-cloro-4-nitrobenzene;;3.526315789;4.974564291
naphthalene;;10.81052632;6.857765657
2-ethoxybenzoic acid;;4.947368421;7.309424288
3-(2-furyl)acrylic acid;;4.473684211;5.758823569
phthalide;;1.463157895;5.179365257
diphenylmethanol;;5.589473684;9.48559451
m-cresol;;2.652631579;5.591031936
p-benzoquinone;;1.357894737;4.00395579
4-dihydroxy benzoic acid;;4.884210526;5.32940368
4-hydroxy benzoic acid;;4.957894737;5.650069804
benzyl alcohol;;0.821052632;5.269074424
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;7.979860985
syringic acid;;4.894736842;6.613503206
alpha-resorcylic acid;;9.126315789;5.12408789
acetophenone;;1.791666667;5.753116307
propiophenone;;2.9375;6.650120477
butyrophenone;;4.635416667;7.607714952
valerophenone;;7.854166667;8.951719958
hexanophenone;;14.34375;9.891611345
4-tert-butylphenol;;9.072916667;8.57558388
7-dihydroxy naphthalene;;12.88541667;7.492426537
4-trimethyl benzene;;7.614583333;6.804223748
gibberellic acid;;1.65625;12.51181712
vanillic acid;;4.71875;5.964021367
benzoin methyl ether;;5.96875;10.40144499
diphenyl carbonate;;9.75;9.637786636
trans-2-hexenyl acetate;;2.25;8.071779238
4-tert-butylbenzoic acid;;35.4375;10.80058882
bisphenol A;;53.55208333;12.31582094
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.740413046
butyl phenyl ether;;8.947916667;8.392247489
equiline;;31.66666667;14.28970014
Sebuthylazine;;6.3125;8.204925255
aldicarb;;1.010416667;6.62424414
MCPB;;21.32291667;11.94614443
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;5.766683568
mecoprop-P;;45.85416667;11.0180337
cyanazin;;4.9375;7.408811251
ISOPROTURON;;4.729166667;9.377333025
metamitron;;0.78125;6.855493832
terbutylazine;;9.5625;8.157869247
linuron;;10.71875;8.691702865
alachlor;;5.135416667;10.26592878
3-butanediol diacrylate;;1.541666667;8.666935939
nortriptyline;;2.458333333;10.46972014
4-dichloro aniline;;3.645833333;4.95702257
7-dimethoxycoumarin;;5.453608247;7.429866076
trans-ferulic acid;;2.948453608;8.631050648
quercetin;;8.721649485;9.974837973
formononetin;;0.886597938;10.76231316
Rutin Hydrate;;9.773195876;11.78440235
(+)-catechin hydrate;;5.690721649;11.14700444
pentoxifylline;;0.927835052;8.464713124
naringin;;7.81443299;12.71573724
(-)-epicatechin;;6.288659794;11.18376082
(+)-catechin;;9.680412371;11.14700444
tert-butylhydroquinone;;10.07216495;8.115613156
propyl gallate;;10.37113402;8.832752009
folinic acid sodium salt;;11.04123711;11.43197463
riboflavin;;0.505154639;9.167591514
L-(+)-ascorbic acid;;0.381443299;3.827939071
hydrochloridethiazide;;4.505154639;5.985953599
5-diphenylhydantoin;;16.92783505;9.259099019
acetaminophen;;0.979381443;6.479585772
isoeugenol;;6.381443299;7.912128434
eugenol;;4.010309278;7.934238033
L-(-)-carvone;;2.804123711;7.707257945
vanillin;;1.979381443;5.184325705
(+)-carvone;;2.845360825;7.724885664
geraniol;;4.639175258;8.547090763
camphor;;2.082474227;8.078301724
o-methylanisole;;3.371134021;5.860355007
cinnamaldehyde;;2.845360825;6.501402765
cinnamyl alcohol;;2.275510204;6.823900989
dimethyl phthalate;;1.886597938;6.998236147
diethyl phthalate;;3.918367347;9.142032516
isopropyl isocyanate;;0.757575758;3.534763831
methylparaben;;3.363636364;6.30931177
cefamandole;;33.05102041;13.71989311
myclobutanil;;12.58762887;11.16208136
fmoc chloride;;0.288659794;10.76803807
(+)-griseofulvin;;9.37755102;11.6688993
hippuric acid;;5.581632653;7.857988041
3-nitrophenol;;3.360824742;4.138029776
thymine;;0.142857143;3.077082171
carbamazepine;;5.142857143;8.48678994
dansyl chloride;;6.826530612;9.588898678
abiraterone;;2.826530612;14.96570828
chlorambucil;;24.94897959;13.32800399
2-hydroxypyridine;;0.336734694;3.356165832
piroxicam;;4.673469388;8.924882778
methyl-p-toluene sulfonate;;3.278350515;7.004488202
tropolone;;2.908163265;4.55189631
tropic acid;;1.96969697;7.697817173
PyBOP;;3.252525253;9.557947343
p-toluenesulfonyl isocyanate;;1.643564356;6.390080743
rifampicin;;9;9.585251842
thiamethoxam;;0.826530612;7.186073432
4-(dimethylamino)benzoic acid;;3.469387755;7.881596094
