Compound_name;;y_test;y_pred
sulfathiazole;;2.728571429;4.257906365
sulfacetamide;;1.331868132;3.6008195
sulfadiazine;;1.530769231;4.447785136
sulfaguanidine;;0.442391304;3.590866233
sulfaquinoxaline;;19.30326087;7.676299078
sulfamethoxazole;;6.345652174;5.135278153
testosterone;;15.95913978;15.29345823
prednisone;;3.193548387;9.128880168
estrone;;33.35698925;14.7633534
exemestane;;11.53723404;13.13231107
17-alpha-hydroxyprogesterone acetate;;19.41595745;13.31317369
cortisone;;3.185106383;9.604320721
betamethasone;;7.075531915;9.432699069
dehydroepiandrosterone;;19.3;15.94284992
corticosterone;;4.681914894;11.53209876
norethisterone;;16.71382979;14.44486264
progesterone;;29.96382979;16.44939258
pyridine;;3.085106383;2.454340663
methyl benzoate;;2.666666667;3.225037489
anisole;;2.066666667;2.730218959
phenol;;1.61875;2.258492649
benzamide;;0.952083333;2.617797384
cumene;;7.367708333;4.333212356
nandrolone;;10.375;14.48452926
mesterolone;;30.30208333;16.46267639
 17beta-hydroxy-17-methyl-;;12.55208333;13.97085151
purpurin;;22.71875;8.070188403
ketoprofen;;30.03125;11.37514691
naproxen;;30.40625;10.61625062
ibuprofen;;31.625;11.21192744
aspirin;;6.354166667;4.624222451
ethisterone;;12.35416667;14.5336429
testosterone cypionate;;30.46875;18.32248338
testosterone isocaproate;;45;18.36336109
testosterone undecanoate;;36.32291667;17.84972099
Caffeine;;0.35106383;3.522465394
propylparaben;;11.88421053;7.168098571
benzene;;1.694736842;2.736854992
toluene;;2.894736842;2.821523306
1-cloro-4-nitrobenzene;;3.526315789;3.319342139
naphthalene;;10.81052632;4.857787297
2-ethoxybenzoic acid;;4.947368421;4.606184328
3-(2-furyl)acrylic acid;;4.473684211;3.829674716
phthalide;;1.463157895;2.982822084
diphenylmethanol;;5.589473684;6.343958328
m-cresol;;2.652631579;2.704452346
p-benzoquinone;;1.357894737;2.433420457
catechol;;1.252631579;2.36554182
4-dihydroxy benzoic acid;;4.884210526;4.129140941
4-hydroxy benzoic acid;;4.957894737;3.860244963
benzyl alcohol;;0.821052632;2.538485988
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;4.109487462
syringic acid;;4.894736842;4.977948187
alpha-resorcylic acid;;9.126315789;4.159553136
pyrogallol;;0.968421053;2.808271236
acetophenone;;1.791666667;2.822497076
butyrophenone;;4.635416667;4.703556422
valerophenone;;7.854166667;6.474460533
hexanophenone;;14.34375;7.672345698
4-tert-butylphenol;;9.072916667;6.127457292
7-dihydroxy naphthalene;;12.88541667;5.70484223
gibberellic acid;;1.65625;8.371442959
3-Dioxane;;1.40625;4.576523557
vanillic acid;;4.71875;4.247812341
benzoin methyl ether;;5.96875;7.230292118
diphenyl carbonate;;9.75;7.403397906
trans-2-hexenyl acetate;;2.25;4.57183151
4-tert-butylbenzoic acid;;35.4375;8.119712082
bisphenol A;;53.55208333;10.71072033
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;6.929624363
butyl phenyl ether;;8.947916667;6.121047457
toluic acid;;6.729166667;3.668381942
equiline;;31.66666667;14.12735383
Sebuthylazine;;6.3125;6.650693757
aldicarb;;1.010416667;4.209967019
indole-3-butyric acid;;11.4375;7.914750301
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;4.066881865
mecoprop-P;;45.85416667;7.500032031
cyanazin;;4.9375;5.861986974
ISOPROTURON;;4.729166667;6.797228678
metamitron;;0.78125;4.472300312
terbutylazine;;9.5625;6.623343212
linuron;;10.71875;6.265550724
alachlor;;5.135416667;7.110258437
3-butanediol diacrylate;;1.541666667;5.707947676
nortriptyline;;2.458333333;8.127147142
7-dimethoxycoumarin;;5.453608247;5.274144003
trans-ferulic acid;;2.948453608;5.46996978
quercetin;;8.721649485;8.032312592
formononetin;;0.886597938;7.786118458
Rutin Hydrate;;9.773195876;9.121401522
(+)-catechin hydrate;;5.690721649;8.071832351
pentoxifylline;;0.927835052;6.243190692
naringin;;7.81443299;9.255796152
(-)-epicatechin;;6.288659794;8.038933173
(+)-catechin;;9.680412371;8.071832351
tert-butylhydroquinone;;10.07216495;6.294216837
propyl gallate;;10.37113402;7.234323357
L-(+)-ascorbic acid;;0.381443299;3.612395343
hydrochloridethiazide;;4.505154639;4.772593466
5-diphenylhydantoin;;16.92783505;7.785018968
antipyrine;;1.847826087;4.398772826
acetaminophen;;0.979381443;3.448616552
isoeugenol;;6.381443299;4.945212056
eugenol;;4.010309278;4.743231819
L-(-)-carvone;;2.804123711;4.2907948
vanillin;;1.979381443;3.444159041
(+)-carvone;;2.845360825;4.291099376
geraniol;;4.639175258;5.584422005
o-methylanisole;;3.371134021;3.261962759
cinnamaldehyde;;2.845360825;3.336528679
cinnamyl alcohol;;2.275510204;3.555768122
dimethyl phthalate;;1.886597938;4.048190603
diethyl phthalate;;3.918367347;5.776102855
isopropyl isocyanate;;0.757575758;2.527862845
methylparaben;;3.363636364;3.718618987
ethylparaben;;5.693877551;4.960926887
butylparaben;;19.56565657;8.460109608
myclobutanil;;12.58762887;9.162882665
(+)-griseofulvin;;9.37755102;8.728630078
hippuric acid;;5.581632653;5.227593682
3-nitrophenol;;3.360824742;3.139183812
thymine;;0.142857143;2.448439048
carbamazepine;;5.142857143;6.306535612
dansyl chloride;;6.826530612;6.70484571
estriol;;12.51020408;12.98392381
chlorambucil;;24.94897959;10.51207279
2-hydroxypyridine;;0.336734694;2.224123386
methyl-p-toluene sulfonate;;3.278350515;3.903939519
tropolone;;2.908163265;2.750759629
tropic acid;;1.96969697;4.386797246
PyBOP;;3.252525253;7.954456451
p-toluenesulfonyl isocyanate;;1.643564356;3.737938352
rifampicin;;9;7.637932692
thiamethoxam;;0.826530612;4.929783416
4-(dimethylamino)benzoic acid;;3.469387755;4.502162818
