Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;4.59398966
sulfathiazole;;2.728571429;4.195816208
sulfamerazine;;1.446153846;4.603322602
sulfacetamide;;1.331868132;3.669288103
sulfaguanidine;;0.442391304;3.605114442
sulfaquinoxaline;;19.30326087;7.33400683
sulfamethoxazole;;6.345652174;4.776276612
testosterone;;15.95913978;14.82916508
prednisone;;3.193548387;8.590219037
estrone;;33.35698925;14.37531863
exemestane;;11.53723404;13.09186792
17-alpha-hydroxyprogesterone acetate;;19.41595745;13.28657132
cortisone;;3.185106383;9.209712574
betamethasone;;7.075531915;9.198602203
dehydroepiandrosterone;;19.3;15.30128596
corticosterone;;4.681914894;11.05264832
norethisterone;;16.71382979;14.24247008
progesterone;;29.96382979;16.18507528
methyl benzoate;;2.666666667;3.190813132
nitrocyclohexane;;1.905208333;3.267565506
anisole;;2.066666667;2.946247436
benzamide;;0.952083333;2.784696981
cumene;;7.367708333;4.349980112
4-dichlorophenol;;11.84583333;3.928981306
nandrolone;;10.375;14.22206196
mesterolone;;30.30208333;16.10768042
 17beta-hydroxy-17-methyl-;;12.55208333;13.61377213
purpurin;;22.71875;7.639437008
ketoprofen;;30.03125;11.31220149
naproxen;;30.40625;10.34800243
ibuprofen;;31.625;10.91128781
testosterone cypionate;;30.46875;18.23566605
testosterone isocaproate;;45;18.22152954
testosterone undecanoate;;36.32291667;17.85037008
Caffeine;;0.35106383;3.50306512
propylparaben;;11.88421053;7.226698729
benzene;;1.694736842;3.055302248
toluene;;2.894736842;3.035002225
1-cloro-4-nitrobenzene;;3.526315789;3.47664989
naphthalene;;10.81052632;4.848812879
3-(2-furyl)acrylic acid;;4.473684211;3.854338333
phthalide;;1.463157895;3.088449812
diphenylmethanol;;5.589473684;6.11731551
m-cresol;;2.652631579;2.974129413
catechol;;1.252631579;2.726439125
4-dihydroxy benzoic acid;;4.884210526;4.234387722
4-hydroxy benzoic acid;;4.957894737;3.938891828
benzyl alcohol;;0.821052632;2.749435515
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;4.082969609
syringic acid;;4.894736842;4.809435279
alpha-resorcylic acid;;9.126315789;4.317939196
pyrogallol;;0.968421053;3.113850878
acetophenone;;1.791666667;2.96453032
propiophenone;;2.9375;3.454971568
butyrophenone;;4.635416667;4.545035184
valerophenone;;7.854166667;6.353582311
hexanophenone;;14.34375;7.51381554
4-tert-butylphenol;;9.072916667;5.725030358
7-dihydroxy naphthalene;;12.88541667;5.684761778
4-trimethyl benzene;;7.614583333;4.40097597
gibberellic acid;;1.65625;8.134976181
3-Dioxane;;1.40625;4.362352094
vanillic acid;;4.71875;4.384775635
benzoin methyl ether;;5.96875;7.099295573
diphenyl carbonate;;9.75;7.01870836
trans-2-hexenyl acetate;;2.25;4.372244829
bisphenol A;;53.55208333;10.22197553
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;6.45884626
butyl phenyl ether;;8.947916667;5.970293978
toluic acid;;6.729166667;3.711058127
equiline;;31.66666667;13.86240419
Sebuthylazine;;6.3125;6.44264136
aldicarb;;1.010416667;4.093519535
MCPB;;21.32291667;9.059193173
indole-3-butyric acid;;11.4375;7.96556867
cyanazin;;4.9375;5.96738923
ISOPROTURON;;4.729166667;6.514618328
metamitron;;0.78125;4.326549327
