Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;4.079912328
sulfathiazole;;2.728571429;3.80777077
sulfamerazine;;1.446153846;4.183150615
sulfacetamide;;1.331868132;3.617303652
sulfadiazine;;1.530769231;3.71270819
sulfaguanidine;;0.442391304;3.582201907
sulfaquinoxaline;;19.30326087;7.010618402
sulfamethoxazole;;6.345652174;4.599078555
testosterone;;15.95913978;14.85801764
cortisone;;3.185106383;10.33857354
betamethasone;;7.075531915;9.909055611
dehydroepiandrosterone;;19.3;15.1423903
corticosterone;;4.681914894;11.55651621
norethisterone;;16.71382979;14.01675279
progesterone;;29.96382979;15.93345092
pyridine;;3.085106383;2.537648738
methyl benzoate;;2.666666667;3.190590894
nitrocyclohexane;;1.905208333;3.416691538
anisole;;2.066666667;2.860611146
phenol;;1.61875;2.342228812
benzamide;;0.952083333;2.710049113
cumene;;7.367708333;4.417055423
4-dichlorophenol;;11.84583333;3.791341587
nandrolone;;10.375;14.00611576
mesterolone;;30.30208333;15.92646108
purpurin;;22.71875;7.854934354
ketoprofen;;30.03125;12.31028266
naproxen;;30.40625;11.84774415
ibuprofen;;31.625;11.98981178
aspirin;;6.354166667;4.924104938
ethisterone;;12.35416667;14.16139378
testosterone cypionate;;30.46875;18.33896912
testosterone isocaproate;;45;18.40297645
testosterone undecanoate;;36.32291667;18.04259781
propylparaben;;11.88421053;7.613981154
benzene;;1.694736842;2.766430565
toluene;;2.894736842;2.887634234
1-cloro-4-nitrobenzene;;3.526315789;3.473297602
naphthalene;;10.81052632;4.775475862
2-ethoxybenzoic acid;;4.947368421;4.963553579
3-(2-furyl)acrylic acid;;4.473684211;4.088403872
phthalide;;1.463157895;2.98146011
diphenylmethanol;;5.589473684;6.171424296
m-cresol;;2.652631579;2.808115683
p-benzoquinone;;1.357894737;2.508868736
catechol;;1.252631579;2.479160749
4-dihydroxy benzoic acid;;4.884210526;4.340524967
4-hydroxy benzoic acid;;4.957894737;3.981985347
benzyl alcohol;;0.821052632;2.60287298
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;4.700982828
syringic acid;;4.894736842;5.162715099
alpha-resorcylic acid;;9.126315789;4.437039911
pyrogallol;;0.968421053;2.965501684
acetophenone;;1.791666667;2.934062897
propiophenone;;2.9375;3.505889519
butyrophenone;;4.635416667;4.652264378
valerophenone;;7.854166667;6.494530903
hexanophenone;;14.34375;7.766022079
4-tert-butylphenol;;9.072916667;6.116867633
7-dihydroxy naphthalene;;12.88541667;5.753156625
4-trimethyl benzene;;7.614583333;4.517618218
gibberellic acid;;1.65625;8.660610296
3-Dioxane;;1.40625;4.491199344
vanillic acid;;4.71875;4.438245271
diphenyl carbonate;;9.75;7.220023921
trans-2-hexenyl acetate;;2.25;4.699077096
4-tert-butylbenzoic acid;;35.4375;8.435054278
bisphenol A;;53.55208333;10.23829388
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;7.081008267
butyl phenyl ether;;8.947916667;5.983589989
toluic acid;;6.729166667;3.88425955
equiline;;31.66666667;13.17979202
Sebuthylazine;;6.3125;6.610322623
aldicarb;;1.010416667;4.073102029
MCPB;;21.32291667;9.984097429
indole-3-butyric acid;;11.4375;8.759580076
