Compound_name,y_pred,y_test
sulfamethizole,8.524721560139707,4.348351648
sulfathiazole,8.524721560139707,2.728571429
sulfamerazine,8.524721560139707,1.446153846
sulfacetamide,8.524721560139707,1.331868132
sulfadiazine,8.524721560139707,1.530769231
sulfaguanidine,8.524721560139707,0.442391304
sulfaquinoxaline,8.524721560139707,19.30326087
testosterone,8.524721560139707,15.95913978
prednisone,8.524721560139707,3.193548387
estrone,8.524721560139707,33.35698925
exemestane,8.524721560139707,11.53723404
17-alpha-hydroxyprogesterone acetate,8.524721560139707,19.41595745
cortisone,8.524721560139707,3.185106383
betamethasone,8.524721560139707,7.075531915
dehydroepiandrosterone,8.524721560139707,19.3
corticosterone,8.524721560139707,4.681914894
norethisterone,8.524721560139707,16.71382979
progesterone,8.524721560139707,29.96382979
pyridine,8.524721560139707,3.085106383
methyl benzoate,8.524721560139707,2.666666667
nitrocyclohexane,8.524721560139707,1.905208333
anisole,8.524721560139707,2.066666667
phenol,8.524721560139707,1.61875
benzamide,8.524721560139707,0.952083333
cumene,8.524721560139707,7.367708333
"2,4-dichlorophenol",8.524721560139707,11.84583333
nandrolone,8.524721560139707,10.375
mesterolone,8.524721560139707,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",8.524721560139707,12.55208333
purpurin,8.524721560139707,22.71875
ketoprofen,8.524721560139707,30.03125
naproxen,8.524721560139707,30.40625
aspirin,8.524721560139707,6.354166667
ethisterone,8.524721560139707,12.35416667
testosterone cypionate,8.524721560139707,30.46875
testosterone undecanoate,8.524721560139707,36.32291667
Caffeine,8.524721560139707,0.35106383
propylparaben,8.524721560139707,11.88421053
benzene,8.524721560139707,1.694736842
toluene,8.524721560139707,2.894736842
naphthalene,8.524721560139707,10.81052632
2-ethoxybenzoic acid,8.524721560139707,4.947368421
3-(2-furyl)acrylic acid,8.524721560139707,4.473684211
phthalide,8.524721560139707,1.463157895
m-cresol,8.524721560139707,2.652631579
p-benzoquinone,8.524721560139707,1.357894737
catechol,8.524721560139707,1.252631579
"3,4-dihydroxy benzoic acid",8.524721560139707,4.884210526
4-hydroxy benzoic acid,8.524721560139707,4.957894737
benzyl alcohol,8.524721560139707,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,8.524721560139707,2.642105263
syringic acid,8.524721560139707,4.894736842
alpha-resorcylic acid,8.524721560139707,9.126315789
pyrogallol,8.524721560139707,0.968421053
acetophenone,8.524721560139707,1.791666667
propiophenone,8.524721560139707,2.9375
butyrophenone,8.524721560139707,4.635416667
hexanophenone,8.524721560139707,14.34375
4-tert-butylphenol,8.524721560139707,9.072916667
"2,7-dihydroxy naphthalene",8.524721560139707,12.88541667
"1,2,4-trimethyl benzene",8.524721560139707,7.614583333
gibberellic acid,8.524721560139707,1.65625
"4-Phenyl-1,3-Dioxane",8.524721560139707,1.40625
benzoin methyl ether,8.524721560139707,5.96875
diphenyl carbonate,8.524721560139707,9.75
trans-2-hexenyl acetate,8.524721560139707,2.25
4-tert-butylbenzoic acid,8.524721560139707,35.4375
bisphenol A,8.524721560139707,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.524721560139707,13.58333333
butyl phenyl ether,8.524721560139707,8.947916667
toluic acid,8.524721560139707,6.729166667
equiline,8.524721560139707,31.66666667
aldicarb,8.524721560139707,1.010416667
MCPB,8.524721560139707,21.32291667
indole-3-butyric acid,8.524721560139707,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,8.524721560139707,1.520833333
mecoprop-P,8.524721560139707,45.85416667
cyanazin,8.524721560139707,4.9375
ISOPROTURON,8.524721560139707,4.729166667
metamitron,8.524721560139707,0.78125
terbutylazine,8.524721560139707,9.5625
linuron,8.524721560139707,10.71875
"1,3-butanediol diacrylate",8.524721560139707,1.541666667
nortriptyline,8.524721560139707,2.458333333
"3,4-dichloro aniline",8.524721560139707,3.645833333
"5,7-dimethoxycoumarin",8.524721560139707,5.453608247
trans-ferulic acid,8.524721560139707,2.948453608
quercetin,8.524721560139707,8.721649485
Rutin Hydrate,8.524721560139707,9.773195876
(+)-catechin hydrate,8.524721560139707,5.690721649
pentoxifylline,8.524721560139707,0.927835052
naringin,8.524721560139707,7.81443299
(-)-epicatechin,8.524721560139707,6.288659794
(+)-catechin,8.524721560139707,9.680412371
propyl gallate,8.524721560139707,10.37113402
folinic acid sodium salt,8.524721560139707,11.04123711
riboflavin,8.524721560139707,0.505154639
L-(+)-ascorbic acid,8.524721560139707,0.381443299
hydrochloridethiazide,8.524721560139707,4.505154639
antipyrine,8.524721560139707,1.847826087
acetaminophen,8.524721560139707,0.979381443
isoeugenol,8.524721560139707,6.381443299
eugenol,8.524721560139707,4.010309278
L-(-)-carvone,8.524721560139707,2.804123711
