Compound_name,y_pred,y_test
sulfathiazole,2.7286033630371094,2.728571429
sulfacetamide,1.3317527770996094,1.331868132
sulfadiazine,1.5306568145751953,1.530769231
sulfaguanidine,0.44227027893066406,0.442391304
sulfaquinoxaline,19.303112030029297,19.30326087
sulfamethoxazole,6.345632553100586,6.345652174
testosterone,15.959131240844727,15.95913978
prednisone,3.1934051513671875,3.193548387
estrone,33.35684776306152,33.35698925
exemestane,11.537054061889648,11.53723404
17-alpha-hydroxyprogesterone acetate,19.415815353393555,19.41595745
cortisone,3.1850223541259766,3.185106383
betamethasone,7.075351715087891,7.075531915
dehydroepiandrosterone,19.299894332885742,19.3
corticosterone,4.681787490844727,4.681914894
norethisterone,16.71367835998535,16.71382979
progesterone,29.963703155517578,29.96382979
pyridine,3.085062026977539,3.085106383
methyl benzoate,2.666555404663086,2.666666667
anisole,2.066516876220703,2.066666667
phenol,1.6186180114746094,1.61875
benzamide,0.9518852233886719,0.952083333
cumene,7.367546081542969,7.367708333
nandrolone,10.374845504760742,10.375
mesterolone,30.30194854736328,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",12.551942825317383,12.55208333
purpurin,22.71857261657715,22.71875
ketoprofen,30.031118392944336,30.03125
naproxen,30.40610122680664,30.40625
ibuprofen,31.624893188476562,31.625
aspirin,6.354095458984375,6.354166667
ethisterone,12.354026794433594,12.35416667
testosterone cypionate,30.468618392944336,30.46875
testosterone isocaproate,44.99994468688965,45.0
testosterone undecanoate,36.322818756103516,36.32291667
Caffeine,0.3508567810058594,0.35106383
propylparaben,11.884111404418945,11.88421053
benzene,1.694601058959961,1.694736842
toluene,2.894632339477539,2.894736842
1-cloro-4-nitrobenzene,3.5261802673339844,3.526315789
naphthalene,10.810369491577148,10.81052632
2-ethoxybenzoic acid,4.947227478027344,4.947368421
3-(2-furyl)acrylic acid,4.47364616394043,4.473684211
phthalide,1.4630069732666016,1.463157895
diphenylmethanol,5.58935546875,5.589473684
m-cresol,2.6524925231933594,2.652631579
p-benzoquinone,1.3577880859375,1.357894737
catechol,1.2525463104248047,1.252631579
"3,4-dihydroxy benzoic acid",4.884138107299805,4.884210526
4-hydroxy benzoic acid,4.957759857177734,4.957894737
benzyl alcohol,0.8209304809570312,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,2.641946792602539,2.642105263
syringic acid,4.89460563659668,4.894736842
alpha-resorcylic acid,9.126230239868164,9.126315789
pyrogallol,0.9683170318603516,0.968421053
acetophenone,1.7915534973144531,1.791666667
butyrophenone,4.63531494140625,4.635416667
valerophenone,7.854093551635742,7.854166667
hexanophenone,14.343620300292969,14.34375
4-tert-butylphenol,9.072845458984375,9.072916667
"2,7-dihydroxy naphthalene",12.885250091552734,12.88541667
gibberellic acid,1.6561355590820312,1.65625
"4-Phenyl-1,3-Dioxane",1.4060821533203125,1.40625
vanillic acid,4.718608856201172,4.71875
benzoin methyl ether,5.968629837036133,5.96875
diphenyl carbonate,9.749832153320312,9.75
trans-2-hexenyl acetate,2.249897003173828,2.25
4-tert-butylbenzoic acid,35.437400817871094,35.4375
bisphenol A,53.551963806152344,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),13.583169937133789,13.58333333
butyl phenyl ether,8.947845458984375,8.947916667
toluic acid,6.72901725769043,6.729166667
equiline,31.66649627685547,31.66666667
Sebuthylazine,6.312370300292969,6.3125
aldicarb,1.01031494140625,1.010416667
indole-3-butyric acid,11.437419891357422,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,1.5207061767578125,1.520833333
mecoprop-P,45.85404396057129,45.85416667
cyanazin,4.93733024597168,4.9375
ISOPROTURON,4.729101181030273,4.729166667
metamitron,0.781097412109375,0.78125
terbutylazine,9.562280654907227,9.5625
linuron,10.718568801879883,10.71875
alachlor,5.135211944580078,5.135416667
"1,3-butanediol diacrylate",1.5414867401123047,1.541666667
nortriptyline,2.458150863647461,2.458333333
"5,7-dimethoxycoumarin",5.453466415405273,5.453608247
trans-ferulic acid,2.948333740234375,2.948453608
quercetin,8.721456527709961,8.721649485
formononetin,0.8865242004394531,0.886597938
Rutin Hydrate,9.773059844970703,9.773195876
(+)-catechin hydrate,7.685497283935547,5.690721649
pentoxifylline,0.9276714324951172,0.927835052
naringin,7.8143310546875,7.81443299
(-)-epicatechin,6.288562774658203,6.288659794
(+)-catechin,7.685497283935547,9.680412371
tert-butylhydroquinone,10.072027206420898,10.07216495
propyl gallate,10.371040344238281,10.37113402
L-(+)-ascorbic acid,0.38130950927734375,0.381443299
hydrochloridethiazide,4.504978179931641,4.505154639
"5,5-diphenylhydantoin",16.927724838256836,16.92783505
antipyrine,1.8476905822753906,1.847826087
acetaminophen,0.9793014526367188,0.979381443
isoeugenol,6.38142204284668,6.381443299
eugenol,4.010162353515625,4.010309278
L-(-)-carvone,2.8040313720703125,2.804123711
vanillin,1.9792289733886719,1.979381443
(+)-carvone,2.845233917236328,2.845360825
geraniol,4.639026641845703,4.639175258
o-methylanisole,3.371023178100586,3.371134021
cinnamaldehyde,2.8452415466308594,2.845360825
cinnamyl alcohol,2.2754287719726562,2.275510204
dimethyl phthalate,1.8864288330078125,1.886597938
diethyl phthalate,3.918254852294922,3.918367347
isopropyl isocyanate,0.7575206756591797,0.757575758
methylparaben,3.3635692596435547,3.363636364
ethylparaben,5.69377326965332,5.693877551
butylparaben,19.565576553344727,19.56565657
myclobutanil,12.587419509887695,12.58762887
(+)-griseofulvin,9.377386093139648,9.37755102
hippuric acid,5.581502914428711,5.581632653
3-nitrophenol,3.360746383666992,3.360824742
thymine,0.14274024963378906,0.142857143
carbamazepine,5.142742156982422,5.142857143
dansyl chloride,6.826345443725586,6.826530612
estriol,12.510116577148438,12.51020408
