Compound_name,y_pred,y_test
sulfamethizole,4.34796142578125,4.348351648
sulfathiazole,2.728485107421875,2.728571429
sulfamerazine,1.44586181640625,1.446153846
sulfacetamide,1.331634521484375,1.331868132
sulfadiazine,1.53057861328125,1.530769231
sulfaguanidine,0.442138671875,0.442391304
sulfaquinoxaline,19.303009033203125,19.30326087
sulfamethoxazole,6.34521484375,6.345652174
testosterone,15.95880126953125,15.95913978
prednisone,3.19317626953125,3.193548387
estrone,33.356597900390625,33.35698925
exemestane,11.53692626953125,11.53723404
17-alpha-hydroxyprogesterone acetate,19.4156494140625,19.41595745
cortisone,3.184661865234375,3.185106383
betamethasone,7.075164794921875,7.075531915
dehydroepiandrosterone,19.299591064453125,19.3
corticosterone,4.681671142578125,4.681914894
norethisterone,16.713592529296875,16.71382979
pyridine,3.08489990234375,3.085106383
nitrocyclohexane,1.905059814453125,1.905208333
anisole,2.06640625,2.066666667
phenol,1.618316650390625,1.61875
benzamide,0.9520263671875,0.952083333
cumene,7.36724853515625,7.367708333
"2,4-dichlorophenol",11.8455810546875,11.84583333
nandrolone,10.3746337890625,10.375
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",12.5516357421875,12.55208333
purpurin,22.718597412109375,22.71875
ketoprofen,30.031036376953125,30.03125
naproxen,30.405975341796875,30.40625
ibuprofen,31.624755859375,31.625
aspirin,6.353912353515625,6.354166667
ethisterone,12.35406494140625,12.35416667
testosterone cypionate,30.4686279296875,30.46875
testosterone isocaproate,44.9998779296875,45.0
testosterone undecanoate,36.322784423828125,36.32291667
Caffeine,0.35076904296875,0.35106383
propylparaben,11.88385009765625,11.88421053
benzene,1.694488525390625,1.694736842
toluene,2.89453125,2.894736842
1-cloro-4-nitrobenzene,3.526031494140625,3.526315789
naphthalene,10.81036376953125,10.81052632
2-ethoxybenzoic acid,4.946929931640625,4.947368421
3-(2-furyl)acrylic acid,4.4735107421875,4.473684211
phthalide,1.462890625,1.463157895
diphenylmethanol,5.589324951171875,5.589473684
p-benzoquinone,1.35760498046875,1.357894737
catechol,1.252410888671875,1.252631579
"3,4-dihydroxy benzoic acid",4.883941650390625,4.884210526
4-hydroxy benzoic acid,4.95770263671875,4.957894737
3-(5-methylfuran-2-yl)-propionic acid,2.641571044921875,2.642105263
alpha-resorcylic acid,9.1260986328125,9.126315789
pyrogallol,0.968170166015625,0.968421053
acetophenone,1.791351318359375,1.791666667
propiophenone,2.937286376953125,2.9375
butyrophenone,4.635101318359375,4.635416667
valerophenone,7.85400390625,7.854166667
"2,7-dihydroxy naphthalene",12.885223388671875,12.88541667
"1,2,4-trimethyl benzene",7.614288330078125,7.614583333
gibberellic acid,1.6558837890625,1.65625
"4-Phenyl-1,3-Dioxane",1.405975341796875,1.40625
vanillic acid,4.718475341796875,4.71875
benzoin methyl ether,5.968505859375,5.96875
diphenyl carbonate,9.749786376953125,9.75
trans-2-hexenyl acetate,2.24957275390625,2.25
4-tert-butylbenzoic acid,35.437225341796875,35.4375
bisphenol A,53.551727294921875,53.55208333
