Compound_name,y_pred,y_test
sulfamethizole,4.348350524902344,4.348351648
sulfathiazole,2.7285537719726562,2.728571429
sulfamerazine,1.446197509765625,1.446153846
sulfacetamide,1.3319168090820312,1.331868132
sulfadiazine,1.5307998657226562,1.530769231
sulfaguanidine,0.4424285888671875,0.442391304
sulfaquinoxaline,19.303329467773438,19.30326087
sulfamethoxazole,6.345649719238281,6.345652174
prednisone,3.193572998046875,3.193548387
estrone,33.357086181640625,33.35698925
exemestane,11.537246704101562,11.53723404
17-alpha-hydroxyprogesterone acetate,19.416000366210938,19.41595745
cortisone,3.1851425170898438,3.185106383
betamethasone,7.075569152832031,7.075531915
dehydroepiandrosterone,19.300048828125,19.3
corticosterone,4.6819305419921875,4.681914894
progesterone,29.963905334472656,29.96382979
pyridine,3.08514404296875,3.085106383
methyl benzoate,2.6667251586914062,2.666666667
nitrocyclohexane,1.9051742553710938,1.905208333
phenol,1.618743896484375,1.61875
cumene,7.3677520751953125,7.367708333
"2,4-dichlorophenol",11.845840454101562,11.84583333
mesterolone,30.302162170410156,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",12.552139282226562,12.55208333
purpurin,22.71875762939453,22.71875
ketoprofen,30.031272888183594,30.03125
naproxen,30.406234741210938,30.40625
ibuprofen,31.625030517578125,31.625
aspirin,6.354164123535156,6.354166667
ethisterone,12.354232788085938,12.35416667
testosterone cypionate,30.468795776367188,30.46875
testosterone isocaproate,45.00004577636719,45.0
testosterone undecanoate,36.32293701171875,36.32291667
Caffeine,0.351104736328125,0.35106383
propylparaben,11.884269714355469,11.88421053
toluene,2.8947525024414062,2.894736842
1-cloro-4-nitrobenzene,3.5263214111328125,3.526315789
naphthalene,10.810569763183594,10.81052632
2-ethoxybenzoic acid,4.947425842285156,4.947368421
3-(2-furyl)acrylic acid,4.4737091064453125,4.473684211
phthalide,1.4631881713867188,1.463157895
diphenylmethanol,5.589500427246094,5.589473684
m-cresol,2.6526718139648438,2.652631579
p-benzoquinone,1.3578948974609375,1.357894737
"3,4-dihydroxy benzoic acid",4.884239196777344,4.884210526
4-hydroxy benzoic acid,4.957878112792969,4.957894737
benzyl alcohol,0.8210678100585938,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,2.6421585083007812,2.642105263
syringic acid,4.894783020019531,4.894736842
alpha-resorcylic acid,9.126335144042969,9.126315789
acetophenone,1.7916717529296875,1.791666667
propiophenone,2.9375,2.9375
butyrophenone,4.635429382324219,4.635416667
valerophenone,7.854194641113281,7.854166667
hexanophenone,14.343780517578125,14.34375
4-tert-butylphenol,9.072898864746094,9.072916667
"2,7-dihydroxy naphthalene",12.885414123535156,12.88541667
"1,2,4-trimethyl benzene",7.6146087646484375,7.614583333
gibberellic acid,1.6562423706054688,1.65625
vanillic acid,4.718788146972656,4.71875
benzoin methyl ether,5.96881103515625,5.96875
diphenyl carbonate,9.750007629394531,9.75
trans-2-hexenyl acetate,2.250030517578125,2.25
4-tert-butylbenzoic acid,35.437530517578125,35.4375
bisphenol A,53.552085876464844,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),13.583389282226562,13.58333333
butyl phenyl ether,8.947944641113281,8.947916667
equiline,31.666748046875,31.66666667
Sebuthylazine,6.31256103515625,6.3125
aldicarb,1.0104827880859375,1.010416667
MCPB,21.322959899902344,21.32291667
ATRAZIN-DESETHYL-2-HYDROXY,1.5208663940429688,1.520833333
mecoprop-P,45.85417938232422,45.85416667
cyanazin,4.9375457763671875,4.9375
ISOPROTURON,4.729209899902344,4.729166667
metamitron,0.78131103515625,0.78125
terbutylazine,9.562538146972656,9.5625
linuron,10.718795776367188,10.71875
alachlor,5.135444641113281,5.135416667
"1,3-butanediol diacrylate",1.541717529296875,1.541666667
nortriptyline,2.4583282470703125,2.458333333
"3,4-dichloro aniline",3.6458587646484375,3.645833333
"5,7-dimethoxycoumarin",5.453636169433594,5.453608247
trans-ferulic acid,2.948516845703125,2.948453608
quercetin,8.7216796875,8.721649485
formononetin,0.8866195678710938,0.886597938
Rutin Hydrate,9.773223876953125,9.773195876
(+)-catechin hydrate,7.6855621337890625,5.690721649
pentoxifylline,0.9278945922851562,0.927835052
naringin,7.814483642578125,7.81443299
(-)-epicatechin,6.288658142089844,6.288659794
(+)-catechin,7.6855621337890625,9.680412371
tert-butylhydroquinone,10.07220458984375,10.07216495
propyl gallate,10.371170043945312,10.37113402
folinic acid sodium salt,11.041282653808594,11.04123711
riboflavin,0.5051956176757812,0.505154639
L-(+)-ascorbic acid,0.38149261474609375,0.381443299
hydrochloridethiazide,4.5051727294921875,4.505154639
"5,5-diphenylhydantoin",16.927902221679688,16.92783505
acetaminophen,0.9794235229492188,0.979381443
isoeugenol,6.3814849853515625,6.381443299
eugenol,4.010345458984375,4.010309278
L-(-)-carvone,2.80413818359375,2.804123711
vanillin,1.9794082641601562,1.979381443
(+)-carvone,2.8453826904296875,2.845360825
geraniol,4.6392059326171875,4.639175258
camphor,2.0825119018554688,2.082474227
o-methylanisole,3.371124267578125,3.371134021
cinnamaldehyde,2.8453826904296875,2.845360825
cinnamyl alcohol,2.2755889892578125,2.275510204
