Compound_name,y_pred,y_test
sulfamethizole,4.3487701416015625,4.348351648
sulfathiazole,2.72882080078125,2.728571429
sulfamerazine,1.4466400146484375,1.446153846
sulfacetamide,1.332366943359375,1.331868132
sulfaguanidine,0.4427947998046875,0.442391304
sulfaquinoxaline,19.303573608398438,19.30326087
sulfamethoxazole,6.346038818359375,6.345652174
testosterone,15.959365844726562,15.95913978
prednisone,3.1939697265625,3.193548387
estrone,33.357421875,33.35698925
exemestane,11.537551879882812,11.53723404
17-alpha-hydroxyprogesterone acetate,19.416213989257812,19.41595745
cortisone,3.185516357421875,3.185106383
betamethasone,7.075775146484375,7.075531915
dehydroepiandrosterone,19.300369262695312,19.3
corticosterone,4.68243408203125,4.681914894
norethisterone,16.714126586914062,16.71382979
progesterone,29.964035034179688,29.96382979
methyl benzoate,2.6670684814453125,2.666666667
nitrocyclohexane,1.9056549072265625,1.905208333
anisole,2.067108154296875,2.066666667
benzamide,0.9524383544921875,0.952083333
cumene,7.3680877685546875,7.367708333
"2,4-dichlorophenol",11.846298217773438,11.84583333
nandrolone,10.375473022460938,10.375
mesterolone,30.30242919921875,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",12.552398681640625,12.55208333
purpurin,22.71923828125,22.71875
ketoprofen,30.031646728515625,30.03125
naproxen,30.4066162109375,30.40625
ibuprofen,31.625503540039062,31.625
testosterone cypionate,30.468963623046875,30.46875
testosterone isocaproate,45.000244140625,45.0
testosterone undecanoate,36.3232421875,36.32291667
Caffeine,0.3513641357421875,0.35106383
propylparaben,11.884567260742188,11.88421053
benzene,1.694915771484375,1.694736842
toluene,2.8949737548828125,2.894736842
1-cloro-4-nitrobenzene,3.526702880859375,3.526315789
naphthalene,10.810943603515625,10.81052632
3-(2-furyl)acrylic acid,4.4739837646484375,4.473684211
phthalide,1.4635162353515625,1.463157895
diphenylmethanol,5.589752197265625,5.589473684
m-cresol,2.6529541015625,2.652631579
catechol,1.2530364990234375,1.252631579
"3,4-dihydroxy benzoic acid",4.8846588134765625,4.884210526
4-hydroxy benzoic acid,4.95819091796875,4.957894737
benzyl alcohol,0.821441650390625,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,2.6425018310546875,2.642105263
syringic acid,4.895233154296875,4.894736842
alpha-resorcylic acid,9.126632690429688,9.126315789
pyrogallol,0.96868896484375,0.968421053
acetophenone,1.7919769287109375,1.791666667
propiophenone,2.9378662109375,2.9375
butyrophenone,4.63580322265625,4.635416667
valerophenone,7.85455322265625,7.854166667
hexanophenone,14.344131469726562,14.34375
4-tert-butylphenol,9.07330322265625,9.072916667
"2,7-dihydroxy naphthalene",12.8857421875,12.88541667
"1,2,4-trimethyl benzene",7.614990234375,7.614583333
gibberellic acid,1.6566619873046875,1.65625
"4-Phenyl-1,3-Dioxane",1.4065704345703125,1.40625
vanillic acid,4.7189788818359375,4.71875
benzoin methyl ether,5.9691162109375,5.96875
diphenyl carbonate,9.75042724609375,9.75
trans-2-hexenyl acetate,2.2503509521484375,2.25
bisphenol A,53.55232238769531,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),13.583740234375,13.58333333
butyl phenyl ether,8.9483642578125,8.947916667
toluic acid,6.7295074462890625,6.729166667
equiline,31.666976928710938,31.66666667
Sebuthylazine,6.31280517578125,6.3125
aldicarb,1.0108642578125,1.010416667
MCPB,21.323257446289062,21.32291667
indole-3-butyric acid,11.4378662109375,11.4375
cyanazin,4.937713623046875,4.9375
ISOPROTURON,4.729644775390625,4.729166667
metamitron,0.7815704345703125,0.78125
terbutylazine,9.56292724609375,9.5625
linuron,10.719223022460938,10.71875
alachlor,5.1357269287109375,5.135416667
"1,3-butanediol diacrylate",1.5420379638671875,1.541666667
nortriptyline,2.458465576171875,2.458333333
"3,4-dichloro aniline",3.6461181640625,3.645833333
"5,7-dimethoxycoumarin",5.4540252685546875,5.453608247
trans-ferulic acid,2.9489288330078125,2.948453608
formononetin,0.886993408203125,0.886597938
Rutin Hydrate,9.7735595703125,9.773195876
(+)-catechin hydrate,7.685821533203125,5.690721649
pentoxifylline,0.928253173828125,0.927835052
(-)-epicatechin,6.2890472412109375,6.288659794
(+)-catechin,7.685821533203125,9.680412371
tert-butylhydroquinone,10.072586059570312,10.07216495
propyl gallate,10.37164306640625,10.37113402
folinic acid sodium salt,11.04168701171875,11.04123711
riboflavin,0.5054779052734375,0.505154639
L-(+)-ascorbic acid,0.381866455078125,0.381443299
hydrochloridethiazide,4.50543212890625,4.505154639
"5,5-diphenylhydantoin",16.928070068359375,16.92783505
antipyrine,1.84832763671875,1.847826087
acetaminophen,0.9797821044921875,0.979381443
isoeugenol,6.38177490234375,6.381443299
eugenol,4.010589599609375,4.010309278
L-(-)-carvone,2.804473876953125,2.804123711
(+)-carvone,2.845672607421875,2.845360825
geraniol,4.639556884765625,4.639175258
camphor,2.0826416015625,2.082474227
o-methylanisole,3.3714599609375,3.371134021
cinnamaldehyde,2.845794677734375,2.845360825
cinnamyl alcohol,2.27593994140625,2.275510204
dimethyl phthalate,1.8870086669921875,1.886597938
diethyl phthalate,3.9188079833984375,3.918367347
isopropyl isocyanate,0.758026123046875,0.757575758
methylparaben,3.364013671875,3.363636364
ethylparaben,5.6942901611328125,5.693877551
butylparaben,19.56597900390625,19.56565657
cefamandole,33.051422119140625,33.05102041
myclobutanil,12.588088989257812,12.58762887
fmoc chloride,0.2890472412109375,0.288659794
(+)-griseofulvin,9.378021240234375,9.37755102
hippuric acid,5.5820770263671875,5.581632653
3-nitrophenol,3.3611602783203125,3.360824742
thymine,0.143280029296875,0.142857143
dansyl chloride,6.826873779296875,6.826530612
abiraterone,2.826751708984375,2.826530612
estriol,12.510528564453125,12.51020408
chlorambucil,24.949325561523438,24.94897959
2-hydroxypyridine,0.3369903564453125,0.336734694
piroxicam,4.6737518310546875,4.673469388
tropolone,2.908477783203125,2.908163265
tropic acid,1.9701080322265625,1.96969697
PyBOP,3.252899169921875,3.252525253
p-toluenesulfonyl isocyanate,1.64385986328125,1.643564356
rifampicin,9.000015258789062,9.0
thiamethoxam,0.826812744140625,0.826530612
4-(dimethylamino)benzoic acid,3.469482421875,3.469387755
