Compound_name,y_pred,y_test
sulfamethizole,4.348304748535156,4.348351648
sulfathiazole,2.7285537719726562,2.728571429
sulfamerazine,1.446136474609375,1.446153846
sulfacetamide,1.3317947387695312,1.331868132
sulfadiazine,1.5308074951171875,1.530769231
sulfaguanidine,0.4423828125,0.442391304
sulfaquinoxaline,19.30328369140625,19.30326087
sulfamethoxazole,6.345733642578125,6.345652174
testosterone,15.959098815917969,15.95913978
cortisone,3.184967041015625,3.185106383
betamethasone,7.0754547119140625,7.075531915
dehydroepiandrosterone,19.29985809326172,19.3
corticosterone,4.6818695068359375,4.681914894
norethisterone,16.713729858398438,16.71382979
progesterone,29.963783264160156,29.96382979
pyridine,3.0850372314453125,3.085106383
methyl benzoate,2.6665725708007812,2.666666667
nitrocyclohexane,1.905120849609375,1.905208333
anisole,2.06658935546875,2.066666667
phenol,1.6187667846679688,1.61875
benzamide,0.9519577026367188,0.952083333
cumene,7.367668151855469,7.367708333
"2,4-dichlorophenol",11.845726013183594,11.84583333
nandrolone,10.374847412109375,10.375
mesterolone,30.301956176757812,30.30208333
purpurin,22.71874237060547,22.71875
ketoprofen,30.03112030029297,30.03125
naproxen,30.40618896484375,30.40625
ibuprofen,31.624900817871094,31.625
aspirin,6.3541107177734375,6.354166667
ethisterone,12.354110717773438,12.35416667
testosterone cypionate,30.46868133544922,30.46875
testosterone isocaproate,44.99992370605469,45.0
testosterone undecanoate,36.322784423828125,36.32291667
propylparaben,11.884109497070312,11.88421053
benzene,1.6946563720703125,1.694736842
toluene,2.8947067260742188,2.894736842
1-cloro-4-nitrobenzene,3.5263214111328125,3.526315789
naphthalene,10.810432434082031,10.81052632
2-ethoxybenzoic acid,4.9472503662109375,4.947368421
3-(2-furyl)acrylic acid,4.473602294921875,4.473684211
phthalide,1.4630889892578125,1.463157895
diphenylmethanol,5.589378356933594,5.589473684
m-cresol,2.652587890625,2.652631579
p-benzoquinone,1.3577804565429688,1.357894737
catechol,1.2525863647460938,1.252631579
"3,4-dihydroxy benzoic acid",4.8841552734375,4.884210526
4-hydroxy benzoic acid,4.957817077636719,4.957894737
benzyl alcohol,0.8210067749023438,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,2.6420364379882812,2.642105263
syringic acid,4.8946380615234375,4.894736842
alpha-resorcylic acid,9.126213073730469,9.126315789
pyrogallol,0.9683456420898438,0.968421053
acetophenone,1.7916259765625,1.791666667
propiophenone,2.9374008178710938,2.9375
butyrophenone,4.635337829589844,4.635416667
valerophenone,7.8540802001953125,7.854166667
hexanophenone,14.343666076660156,14.34375
4-tert-butylphenol,9.072799682617188,9.072916667
"2,7-dihydroxy naphthalene",12.885345458984375,12.88541667
"1,2,4-trimethyl benzene",7.6144866943359375,7.614583333
gibberellic acid,1.6561737060546875,1.65625
"4-Phenyl-1,3-Dioxane",1.4061660766601562,1.40625
vanillic acid,4.71868896484375,4.71875
diphenyl carbonate,9.749946594238281,9.75
trans-2-hexenyl acetate,2.2499008178710938,2.25
4-tert-butylbenzoic acid,35.43732452392578,35.4375
bisphenol A,53.551963806152344,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),13.583274841308594,13.58333333
butyl phenyl ether,8.947830200195312,8.947916667
toluic acid,6.72906494140625,6.729166667
