Compound_name;;y_test;y_pred
sulfathiazole;;2.728571429;2.1951447
sulfacetamide;;1.331868132;0.9012417
sulfadiazine;;1.530769231;1.1057286
sulfaguanidine;;0.442391304;0.5
sulfaquinoxaline;;19.30326087;12.358897
sulfamethoxazole;;6.345652174;4.80652
testosterone;;15.95913978;12.097774
prednisone;;3.193548387;2.4081454
estrone;;33.35698925;25.034863
exemestane;;11.53723404;9.067344
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.622084
cortisone;;3.185106383;2.4285598
betamethasone;;7.075531915;5.1602116
dehydroepiandrosterone;;19.3;14.857139
corticosterone;;4.681914894;3.5337958
norethisterone;;16.71382979;12.717095
progesterone;;29.96382979;21.401892
pyridine;;3.085106383;2.0969238
methyl benzoate;;2.666666667;2.1944542
anisole;;2.066666667;1.6408634
phenol;;1.61875;1.1977787
benzamide;;0.952083333;0.6845994
cumene;;7.367708333;5.863332
nandrolone;;10.375;8.480772
mesterolone;;30.30208333;20.108067
 17beta-hydroxy-17-methyl-;;12.55208333;10.015613
purpurin;;22.71875;14.395952
ketoprofen;;30.03125;24.20441
naproxen;;30.40625;24.694954
ibuprofen;;31.625;24.745344
aspirin;;6.354166667;4.323806
ethisterone;;12.35416667;9.988587
testosterone cypionate;;30.46875;25.565289
testosterone isocaproate;;45;28.074
testosterone undecanoate;;36.32291667;27.36258
Caffeine;;0.35106383;0.5
propylparaben;;11.88421053;7.936866
benzene;;1.694736842;1.2875419
toluene;;2.894736842;2.0489104
1-cloro-4-nitrobenzene;;3.526315789;2.676061
naphthalene;;10.81052632;8.532028
2-ethoxybenzoic acid;;4.947368421;4.0880623
3-(2-furyl)acrylic acid;;4.473684211;3.4014854
phthalide;;1.463157895;1.0522485
diphenylmethanol;;5.589473684;4.6018496
m-cresol;;2.652631579;2.0778618
p-benzoquinone;;1.357894737;0.9593226
catechol;;1.252631579;0.8898282
4-dihydroxy benzoic acid;;4.884210526;4.0040073
4-hydroxy benzoic acid;;4.957894737;3.9090576
benzyl alcohol;;0.821052632;0.6204918
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.1234856
syringic acid;;4.894736842;4.0968
alpha-resorcylic acid;;9.126315789;5.196367
pyrogallol;;0.968421053;0.68940884
acetophenone;;1.791666667;1.3938215
butyrophenone;;4.635416667;3.4907248
valerophenone;;7.854166667;6.31055
hexanophenone;;14.34375;8.645587
4-tert-butylphenol;;9.072916667;6.8497624
7-dihydroxy naphthalene;;12.88541667;8.794959
gibberellic acid;;1.65625;1.1308824
3-Dioxane;;1.40625;0.9964417
vanillic acid;;4.71875;4.0090647
benzoin methyl ether;;5.96875;4.7711883
diphenyl carbonate;;9.75;7.092412
trans-2-hexenyl acetate;;2.25;1.7415466
4-tert-butylbenzoic acid;;35.4375;26.042929
bisphenol A;;53.55208333;27.986351
