Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;3.4283504
sulfathiazole;;2.728571429;2.1884608
sulfamerazine;;1.446153846;0.9992188
sulfacetamide;;1.331868132;0.9098001
sulfadiazine;;1.530769231;1.0980301
sulfaguanidine;;0.442391304;0.5
sulfaquinoxaline;;19.30326087;13.423879
sulfamethoxazole;;6.345652174;4.484487
testosterone;;15.95913978;12.341511
cortisone;;3.185106383;2.347583
betamethasone;;7.075531915;5.0438232
dehydroepiandrosterone;;19.3;14.993336
corticosterone;;4.681914894;3.6124182
norethisterone;;16.71382979;12.628823
progesterone;;29.96382979;22.727165
pyridine;;3.085106383;2.1296778
methyl benzoate;;2.666666667;2.1737485
nitrocyclohexane;;1.905208333;1.4331322
anisole;;2.066666667;1.6525931
phenol;;1.61875;1.2264878
benzamide;;0.952083333;0.69023716
cumene;;7.367708333;6.0077195
4-dichlorophenol;;11.84583333;7.2630324
nandrolone;;10.375;8.361837
mesterolone;;30.30208333;22.380661
purpurin;;22.71875;15.263578
ketoprofen;;30.03125;24.72074
naproxen;;30.40625;24.793133
ibuprofen;;31.625;23.9091
aspirin;;6.354166667;4.409147
ethisterone;;12.35416667;9.117219
testosterone cypionate;;30.46875;25.157948
testosterone isocaproate;;45;28.278963
testosterone undecanoate;;36.32291667;27.355904
propylparaben;;11.88421053;8.186898
benzene;;1.694736842;1.2729963
toluene;;2.894736842;2.1592016
1-cloro-4-nitrobenzene;;3.526315789;2.7344575
naphthalene;;10.81052632;7.820091
2-ethoxybenzoic acid;;4.947368421;4.1616125
3-(2-furyl)acrylic acid;;4.473684211;3.4132695
phthalide;;1.463157895;1.0586058
diphenylmethanol;;5.589473684;4.5115185
m-cresol;;2.652631579;2.139577
p-benzoquinone;;1.357894737;0.95000863
catechol;;1.252631579;0.8828641
4-dihydroxy benzoic acid;;4.884210526;4.0937552
4-hydroxy benzoic acid;;4.957894737;4.105697
benzyl alcohol;;0.821052632;0.62764895
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.0383143
syringic acid;;4.894736842;4.05711
alpha-resorcylic acid;;9.126315789;4.9737053
pyrogallol;;0.968421053;0.67463404
acetophenone;;1.791666667;1.3965335
propiophenone;;2.9375;2.3896937
butyrophenone;;4.635416667;3.5124989
valerophenone;;7.854166667;6.3310804
hexanophenone;;14.34375;7.865928
4-tert-butylphenol;;9.072916667;7.154161
7-dihydroxy naphthalene;;12.88541667;8.368738
4-trimethyl benzene;;7.614583333;6.032087
gibberellic acid;;1.65625;1.0219154
3-Dioxane;;1.40625;1.0397707
vanillic acid;;4.71875;4.02635
diphenyl carbonate;;9.75;7.344398
trans-2-hexenyl acetate;;2.25;1.74764
4-tert-butylbenzoic acid;;35.4375;25.738562
bisphenol A;;53.55208333;28.325586
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;8.7926035
butyl phenyl ether;;8.947916667;6.9441113
toluic acid;;6.729166667;4.3764896
equiline;;31.66666667;24.489725
Sebuthylazine;;6.3125;4.960785
aldicarb;;1.010416667;0.7049041
MCPB;;21.32291667;16.562576
indole-3-butyric acid;;11.4375;8.670325
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;1.0700363
mecoprop-P;;45.85416667;26.761427
cyanazin;;4.9375;3.8002954
ISOPROTURON;;4.729166667;3.5327427
metamitron;;0.78125;0.53108084
terbutylazine;;9.5625;6.7813888
linuron;;10.71875;7.1533885
alachlor;;5.135416667;4.184833
3-butanediol diacrylate;;1.541666667;1.1017096
nortriptyline;;2.458333333;1.6140406
4-dichloro aniline;;3.645833333;2.8126583
7-dimethoxycoumarin;;5.453608247;4.0081987
quercetin;;8.721649485;6.735533
formononetin;;0.886597938;0.55237967
(+)-catechin hydrate;;5.690721649;6.0311713
naringin;;7.81443299;5.771422
(-)-epicatechin;;6.288659794;5.0939
(+)-catechin;;9.680412371;6.0311713
tert-butylhydroquinone;;10.07216495;6.9183073
propyl gallate;;10.37113402;6.416356
folinic acid sodium salt;;11.04123711;8.126518
riboflavin;;0.505154639;0.5000097
L-(+)-ascorbic acid;;0.381443299;0.5
hydrochloridethiazide;;4.505154639;3.4628057
5-diphenylhydantoin;;16.92783505;12.324426
antipyrine;;1.847826087;1.3769686
acetaminophen;;0.979381443;0.68443143
isoeugenol;;6.381443299;4.8419423
eugenol;;4.010309278;3.2626643
L-(-)-carvone;;2.804123711;2.2244902
vanillin;;1.979381443;1.5759933
geraniol;;4.639175258;3.7978206
camphor;;2.082474227;1.5009586
o-methylanisole;;3.371134021;2.5952916
cinnamaldehyde;;2.845360825;2.3042884
cinnamyl alcohol;;2.275510204;1.8522145
dimethyl phthalate;;1.886597938;1.3944801
isopropyl isocyanate;;0.757575758;0.5475054
methylparaben;;3.363636364;2.8201232
ethylparaben;;5.693877551;4.6471934
butylparaben;;19.56565657;14.5258875
cefamandole;;33.05102041;19.282824
fmoc chloride;;0.288659794;0.5
(+)-griseofulvin;;9.37755102;6.919344
hippuric acid;;5.581632653;4.3412137
3-nitrophenol;;3.360824742;2.752944
thymine;;0.142857143;0.5
carbamazepine;;5.142857143;4.1283307
abiraterone;;2.826530612;1.9039085
estriol;;12.51020408;9.249336
chlorambucil;;24.94897959;20.298326
2-hydroxypyridine;;0.336734694;0.5
piroxicam;;4.673469388;3.4251223
methyl-p-toluene sulfonate;;3.278350515;2.5665698
tropic acid;;1.96969697;1.5054567
PyBOP;;3.252525253;2.3459241
p-toluenesulfonyl isocyanate;;1.643564356;1.1941696
rifampicin;;9;7.0538793
thiamethoxam;;0.826530612;0.5540576
4-(dimethylamino)benzoic acid;;3.469387755;2.819018
