Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;3.1041744
sulfathiazole;;2.728571429;2.0987856
sulfamerazine;;1.446153846;1.0177953
sulfacetamide;;1.331868132;0.89723796
sulfadiazine;;1.530769231;1.1074922
sulfaguanidine;;0.442391304;0.5
sulfaquinoxaline;;19.30326087;13.777549
testosterone;;15.95913978;12.396334
prednisone;;3.193548387;2.437898
estrone;;33.35698925;24.92086
exemestane;;11.53723404;9.070663
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.590961
cortisone;;3.185106383;2.4526618
betamethasone;;7.075531915;5.155351
dehydroepiandrosterone;;19.3;15.069605
corticosterone;;4.681914894;3.772398
norethisterone;;16.71382979;13.206919
progesterone;;29.96382979;20.76535
pyridine;;3.085106383;2.0804832
methyl benzoate;;2.666666667;2.087064
nitrocyclohexane;;1.905208333;1.4399406
anisole;;2.066666667;1.6133333
phenol;;1.61875;1.2544862
benzamide;;0.952083333;0.6886419
cumene;;7.367708333;5.9693966
4-dichlorophenol;;11.84583333;7.6964917
nandrolone;;10.375;8.199531
mesterolone;;30.30208333;20.455233
 17beta-hydroxy-17-methyl-;;12.55208333;9.870541
purpurin;;22.71875;16.010164
ketoprofen;;30.03125;24.060575
naproxen;;30.40625;24.563005
aspirin;;6.354166667;4.6117477
ethisterone;;12.35416667;9.8302765
testosterone cypionate;;30.46875;24.65469
testosterone undecanoate;;36.32291667;25.474667
Caffeine;;0.35106383;0.5
propylparaben;;11.88421053;7.645594
benzene;;1.694736842;1.3138021
toluene;;2.894736842;2.0090256
naphthalene;;10.81052632;7.7185645
2-ethoxybenzoic acid;;4.947368421;4.104128
3-(2-furyl)acrylic acid;;4.473684211;3.5083935
phthalide;;1.463157895;1.0937388
m-cresol;;2.652631579;2.0362513
p-benzoquinone;;1.357894737;0.98366207
catechol;;1.252631579;0.9449197
4-dihydroxy benzoic acid;;4.884210526;4.074973
4-hydroxy benzoic acid;;4.957894737;4.038639
benzyl alcohol;;0.821052632;0.6398227
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;1.9757177
syringic acid;;4.894736842;4.1148634
alpha-resorcylic acid;;9.126315789;5.006464
pyrogallol;;0.968421053;0.7153867
acetophenone;;1.791666667;1.4125684
propiophenone;;2.9375;2.2876396
butyrophenone;;4.635416667;3.4890273
hexanophenone;;14.34375;8.516434
4-tert-butylphenol;;9.072916667;7.369326
7-dihydroxy naphthalene;;12.88541667;8.231312
4-trimethyl benzene;;7.614583333;6.165047
gibberellic acid;;1.65625;1.0196208
3-Dioxane;;1.40625;1.0787663
benzoin methyl ether;;5.96875;4.7733274
diphenyl carbonate;;9.75;7.5785556
trans-2-hexenyl acetate;;2.25;1.7414558
4-tert-butylbenzoic acid;;35.4375;25.498035
bisphenol A;;53.55208333;27.552736
BHA (3-tert-Butyl-4-hydroxyanisole);;13.58333333;9.17843
butyl phenyl ether;;8.947916667;7.147951
toluic acid;;6.729166667;4.3621874
equiline;;31.66666667;24.907959
aldicarb;;1.010416667;0.7234581
MCPB;;21.32291667;16.877968
indole-3-butyric acid;;11.4375;8.023743
ATRAZIN-DESETHYL-2-HYDROXY;;1.520833333;1.0947783
mecoprop-P;;45.85416667;26.820894
cyanazin;;4.9375;3.891847
ISOPROTURON;;4.729166667;3.7221572
metamitron;;0.78125;0.5407995
terbutylazine;;9.5625;6.7213855
linuron;;10.71875;6.952522
3-butanediol diacrylate;;1.541666667;1.128387
nortriptyline;;2.458333333;1.5935702
4-dichloro aniline;;3.645833333;2.7682884
7-dimethoxycoumarin;;5.453608247;4.407668
trans-ferulic acid;;2.948453608;2.228488
quercetin;;8.721649485;6.5522523
Rutin Hydrate;;9.773195876;7.1896324
(+)-catechin hydrate;;5.690721649;5.92033
pentoxifylline;;0.927835052;0.5910143
naringin;;7.81443299;5.9056025
(-)-epicatechin;;6.288659794;5.0630713
(+)-catechin;;9.680412371;5.92033
propyl gallate;;10.37113402;6.2752104
folinic acid sodium salt;;11.04123711;8.0461035
riboflavin;;0.505154639;0.5000154
L-(+)-ascorbic acid;;0.381443299;0.5
hydrochloridethiazide;;4.505154639;3.209317
antipyrine;;1.847826087;1.361505
acetaminophen;;0.979381443;0.692727
isoeugenol;;6.381443299;4.908576
eugenol;;4.010309278;3.248981
L-(-)-carvone;;2.804123711;2.1886206
vanillin;;1.979381443;1.5297654
(+)-carvone;;2.845360825;2.1837225
geraniol;;4.639175258;3.7061305
camphor;;2.082474227;1.4635341
cinnamaldehyde;;2.845360825;2.145581
cinnamyl alcohol;;2.275510204;1.7477986
diethyl phthalate;;3.918367347;3.119051
isopropyl isocyanate;;0.757575758;0.55390406
methylparaben;;3.363636364;2.6913254
ethylparaben;;5.693877551;4.65744
butylparaben;;19.56565657;15.029128
cefamandole;;33.05102041;17.784225
myclobutanil;;12.58762887;8.472674
fmoc chloride;;0.288659794;0.5
(+)-griseofulvin;;9.37755102;6.6097074
hippuric acid;;5.581632653;4.4902353
3-nitrophenol;;3.360824742;2.6914303
thymine;;0.142857143;0.5
carbamazepine;;5.142857143;4.1565228
dansyl chloride;;6.826530612;5.2032695
abiraterone;;2.826530612;1.9118681
estriol;;12.51020408;8.61514
chlorambucil;;24.94897959;20.275635
2-hydroxypyridine;;0.336734694;0.5
piroxicam;;4.673469388;3.4701831
methyl-p-toluene sulfonate;;3.278350515;2.5745003
tropolone;;2.908163265;2.1197631
tropic acid;;1.96969697;1.4801995
PyBOP;;3.252525253;2.3038976
p-toluenesulfonyl isocyanate;;1.643564356;1.1907427
rifampicin;;9;6.9261127
thiamethoxam;;0.826530612;0.5589975
