Compound_name;;y_test;y_pred
sulfamethizole;;4.348351648;3.578725
sulfathiazole;;2.728571429;2.2135947
sulfamerazine;;1.446153846;0.9718414
sulfacetamide;;1.331868132;0.8880955
sulfadiazine;;1.530769231;1.1099412
sulfaguanidine;;0.442391304;0.5
sulfaquinoxaline;;19.30326087;12.937997
sulfamethoxazole;;6.345652174;4.572797
testosterone;;15.95913978;11.993636
prednisone;;3.193548387;2.4028978
estrone;;33.35698925;24.941334
exemestane;;11.53723404;9.331772
17-alpha-hydroxyprogesterone acetate;;19.41595745;14.20719
betamethasone;;7.075531915;5.333161
dehydroepiandrosterone;;19.3;14.905052
corticosterone;;4.681914894;3.733898
norethisterone;;16.71382979;12.883976
progesterone;;29.96382979;21.699026
pyridine;;3.085106383;2.142362
methyl benzoate;;2.666666667;2.1654565
nitrocyclohexane;;1.905208333;1.4322977
anisole;;2.066666667;1.6391044
phenol;;1.61875;1.2214937
benzamide;;0.952083333;0.65446734
cumene;;7.367708333;5.941943
4-dichlorophenol;;11.84583333;7.557763
nandrolone;;10.375;8.45264
mesterolone;;30.30208333;20.77215
 17beta-hydroxy-17-methyl-;;12.55208333;9.995426
ketoprofen;;30.03125;24.4747
naproxen;;30.40625;24.749632
ibuprofen;;31.625;24.590391
aspirin;;6.354166667;4.5867953
ethisterone;;12.35416667;10.027987
testosterone isocaproate;;45;28.486593
testosterone undecanoate;;36.32291667;27.783194
Caffeine;;0.35106383;0.5
propylparaben;;11.88421053;8.024366
benzene;;1.694736842;1.2761755
toluene;;2.894736842;2.1066847
1-cloro-4-nitrobenzene;;3.526315789;2.630775
2-ethoxybenzoic acid;;4.947368421;4.217012
3-(2-furyl)acrylic acid;;4.473684211;3.2773347
phthalide;;1.463157895;1.0536788
diphenylmethanol;;5.589473684;4.5691705
m-cresol;;2.652631579;2.1301444
p-benzoquinone;;1.357894737;0.96668667
catechol;;1.252631579;0.9308902
4-hydroxy benzoic acid;;4.957894737;4.150669
benzyl alcohol;;0.821052632;0.6116456
3-(5-methylfuran-2-yl)-propionic acid;;2.642105263;2.0576258
syringic acid;;4.894736842;4.056525
alpha-resorcylic acid;;9.126315789;4.93939
pyrogallol;;0.968421053;0.66425276
propiophenone;;2.9375;2.2642198
valerophenone;;7.854166667;6.3619003
hexanophenone;;14.34375;8.057001
4-tert-butylphenol;;9.072916667;7.156169
7-dihydroxy naphthalene;;12.88541667;8.240015
4-trimethyl benzene;;7.614583333;5.977711
gibberellic acid;;1.65625;1.0260693
3-Dioxane;;1.40625;1.0448666
vanillic acid;;4.71875;3.9632564
benzoin methyl ether;;5.96875;4.763883
diphenyl carbonate;;9.75;7.4300632
trans-2-hexenyl acetate;;2.25;1.7337985
